,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,precip,wgst,maxT,minT,vertVis,IATA,Airport_name,Country,City,Information
1690,LEMI,2025-11-22 21:34:25.614000+00:00,1763847000,2025-11-22T21:30:00.000Z,7.0,0.0,300,5.0,6+,1026.0,0,METAR,METAR LEMI 222130Z 30005KT CAVOK 07/M00 Q1026,37.803,-1.125,193,"Murcia Intl, MU, ES",CAVOK,[],VFR,,,,,,,,RMU,Región de Murcia International Airport,Spain,Corvera,https://www.worlddata.info/europe/spain/airports.php
1691,LEMO,2025-11-22 21:35:15.052000+00:00,1763847000,2025-11-22T21:30:00.000Z,7.0,3.0,30,6.0,6+,1028.0,16,METAR,METAR LEMO 222130Z 03006KT CAVOK 07/03 Q1028 NOSIG,37.175,-5.616,82,"Morón, AN, ES",CAVOK,[],VFR,,,,,,,,OZP,Moron Air Base,Spain,Morón,https://www.worlddata.info/europe/spain/airports.php
1692,LEPA,2025-11-22 21:34:26.199000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,2.0,40,3.0,6+,1024.0,16,METAR,METAR LEPA 222130Z 04003KT 9999 FEW050 03/02 Q1024 NOSIG,39.561,2.737,8,"Palma De Mallorca Arpr, IB, ES",FEW,"[{'cover': 'FEW', 'base': 5000}]",VFR,,,,,,,,PMI,Palma de Mallorca Airport,Spain,Palma de Mallorca,https://www.worlddata.info/europe/spain/airports.php
1693,LEPP,2025-11-22 21:34:25.256000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,2.0,0,0.0,6+,1023.0,0,METAR,METAR LEPP 222130Z 00000KT 9999 BKN035 OVC041 04/02 Q1023,42.777,-1.65,448,"Pamplona Arpt, NA, ES",OVC,"[{'cover': 'BKN', 'base': 3500}, {'cover': 'OVC', 'base': 4100}]",VFR,,,,,,,,PNA,Pamplona Airport,Spain,Pamplona,https://www.worlddata.info/europe/spain/airports.php
1694,LERS,2025-11-22 21:34:27.567000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,-1.0,240,5.0,6+,1023.0,2,METAR,METAR LERS 222130Z AUTO 24005KT CAVOK 06/M01 Q1023,41.15,1.179,68,"Reus Arpt, CT, ES",CAVOK,[],VFR,,,,,,,,REU,Reus Airport,Spain,Reus,https://www.worlddata.info/europe/spain/airports.php
1695,LERT,2025-11-22 21:35:15.114000+00:00,1763847000,2025-11-22T21:30:00.000Z,9.0,4.0,40,5.0,6+,1027.0,16,METAR,METAR LERT 222130Z 04005KT CAVOK 09/04 Q1027 NOSIG,36.645,-6.349,27,"Rota), AN, ES",CAVOK,[],VFR,,,,,,,,ROZ,Rota Naval Station Airport,Spain,Rota,https://www.worlddata.info/europe/spain/airports.php
1696,LESA,2025-11-22 21:34:08.449000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,-1.0,210,5.0,6+,1027.0,2,METAR,METAR LESA 222130Z AUTO 21005KT CAVOK 03/M01 Q1027,40.96,-5.498,788,"Salamanca Arpt, CL, ES",CAVOK,[],VFR,,,,,,,,SLM,Salamanca Airport,Spain,Salamanca,https://www.worlddata.info/europe/spain/airports.php
1697,LESO,2025-11-22 21:34:27.637000+00:00,1763847000,2025-11-22T21:30:00.000Z,9.0,6.0,220,7.0,6+,1022.0,2,METAR,METAR LESO 222130Z AUTO 22007KT 190V250 9999 -RA FEW026 BKN035 OVC046 09/06 Q1022,43.361,-1.787,3,"San Sebastian Arpt, PV, ES",OVC,"[{'cover': 'FEW', 'base': 2600}, {'cover': 'BKN', 'base': 3500}, {'cover': 'OVC', 'base': 4600}]",VFR,-RA,,,,,,,EAS,San Sebastián Airport,Spain,Hondarribia,https://www.worlddata.info/europe/spain/airports.php
1698,LEST,2025-11-22 21:36:06.417000+00:00,1763847000,2025-11-22T21:30:00.000Z,9.0,8.0,210,4.0,0.25,1026.0,16,METAR,METAR LEST 222130Z 21004KT 160V260 0400 R17/P2000 R35/0550N FG VV001 09/08 Q1026 REDZ NOSIG,42.888,-8.411,363,"Santiago Arpt, GA, ES",OVX,"[{'cover': 'OVX', 'base': 100}]",LIFR,FG,,,,,,1.0,SCQ,Santiago-Rosalía de Castro Airport,Spain,Santiago de Compostela,https://www.worlddata.info/europe/spain/airports.php
1699,LETL,2025-11-22 21:34:28.297000+00:00,1763847000,2025-11-22T21:30:00.000Z,0.0,-5.0,220,1.0,6+,1025.0,2,METAR,METAR LETL 222130Z AUTO 22001KT 9999 FEW040 00/M05 Q1025,40.404,-1.218,1024,"Teruel Arpt, AR, ES",FEW,"[{'cover': 'FEW', 'base': 4000}]",VFR,,,,,,,,TEV,Teruel Airport,Spain,Teruel,https://www.worlddata.info/europe/spain/airports.php
1700,LETO,2025-11-22 21:35:15.194000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,-1.0,20,4.0,6+,1026.0,16,METAR,METAR LETO 222130Z 02004KT CAVOK 03/M01 Q1026 NOSIG,40.489,-3.451,598,"Torrejon , M, ES",CAVOK,[],VFR,,,,,,,,TOJ,Madrid–Torrejón Airport / Torrejón Air Base,Spain,Madrid,https://www.worlddata.info/europe/spain/airports.php
1701,LEVC,2025-11-22 21:34:26.284000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,0.0,290,4.0,6+,1024.0,16,METAR,METAR LEVC 222130Z 29004KT CAVOK 06/M00 Q1024 NOSIG,39.489,-0.482,58,"Valencia Arpt, VC, ES",CAVOK,[],VFR,,,,,,,,VLC,Valencia Airport,Spain,Valencia,https://www.worlddata.info/europe/spain/airports.php
1702,LEVD,2025-11-22 21:34:08.550000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,0.0,260,10.0,6+,1025.0,2,METAR,METAR LEVD 222130Z AUTO 26010KT CAVOK 03/00 Q1025,41.706,-4.852,844,"Valladolid Arpt, CL, ES",CAVOK,[],VFR,,,,,,,,VLL,Valladolid Airport,Spain,Valladolid,https://www.worlddata.info/europe/spain/airports.php
1703,LEVT,2025-11-22 21:34:08.966000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,2.0,220,7.0,6+,1023.0,0,METAR,METAR LEVT 222130Z 22007KT 190V250 9999 BKN040 06/02 Q1023,42.872,-2.733,501,"Vitoria Arpt, PV, ES",BKN,"[{'cover': 'BKN', 'base': 4000}]",VFR,,,,,,,,VIT,Vitoria Airport,Spain,Alava,https://www.worlddata.info/europe/spain/airports.php
1704,LEVX,2025-11-22 21:36:06.441000+00:00,1763847000,2025-11-22T21:30:00.000Z,7.0,7.0,190,5.0,0.12,1028.0,0,METAR,METAR LEVX 222130Z 19005KT 150V220 0200 R19/P2000N R01/0650N DZ FG BKN001 OVC003 07/07 Q1028 TEMPO BKN005,42.239,-8.624,253,"Vigo/Peinador Arpt, GA, ES",OVC,"[{'cover': 'BKN', 'base': 100}, {'cover': 'OVC', 'base': 300}]",LIFR,DZ FG,,,,,,,VGO,Vigo Airport,Spain,Vigo,https://www.worlddata.info/europe/spain/airports.php
1705,LEXJ,2025-11-22 21:34:25.337000+00:00,1763847000,2025-11-22T21:30:00.000Z,11.0,8.0,230,11.0,6+,1022.0,0,METAR,METAR LEXJ 222130Z 23011KT 200V260 9999 BKN035 11/08 Q1022,43.429,-3.831,1,"Santander/Ballesteros Arpt, S, ES",BKN,"[{'cover': 'BKN', 'base': 3500}]",VFR,,,,,,,,SDR,Seve Ballesteros-Santander Airport,Spain,Santander,https://www.worlddata.info/europe/spain/airports.php
1706,LEZG,2025-11-22 21:34:09.056000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,0.0,220,7.0,6+,1024.0,17,METAR,METAR LEZG 222130Z COR 22007KT CAVOK 06/00 Q1024 NOSIG,41.661,-1.004,245,"Zaragoza Arpt, AR, ES",CAVOK,[],VFR,,,,,,,,ZAZ,Zaragoza Airport,Spain,Zaragoza,https://www.worlddata.info/europe/spain/airports.php
1707,LEZL,2025-11-22 21:34:26.451000+00:00,1763847000,2025-11-22T21:30:00.000Z,8.0,4.0,70,2.0,6+,1028.0,16,METAR,METAR LEZL 222130Z 07002KT CAVOK 08/04 Q1028 NOSIG,37.418,-5.893,26,"Seville/San Pablo Arpt, AN, ES",CAVOK,[],VFR,,,,,,,,SVQ,Sevilla Airport,Spain,Sevilla,https://www.worlddata.info/europe/spain/airports.php
1708,LFAC,2025-11-22 21:36:05.840000+00:00,1763847000,2025-11-22T21:30:00.000Z,2.0,1.0,180,11.0,6+,1014.0,2,METAR,METAR LFAC 222130Z AUTO 18011KT 9999 -RA BKN015/// OVC026/// ///CB 02/01 Q1014,50.962,1.955,3,"Calais Arpt, HD, FR",OVC,"[{'cover': 'BKN', 'base': 1500}, {'cover': 'OVC', 'base': 2600}]",MVFR,-RA,,,,,,,CQF,Calais-Dunkerque Airport,France,Marck,https://www.worlddata.info/europe/france/airports.php
1709,LFAQ,2025-11-22 21:34:24.181000+00:00,1763847000,2025-11-22T21:30:00.000Z,-1.0,-2.0,170,13.0,6+,1017.0,2,METAR,METAR LFAQ 222130Z AUTO 17013KT 9999 -SN FEW010 BKN026 BKN039 M01/M02 Q1017,49.972,2.704,107,"Albert/Picardie Arpt, HD, FR",BKN,"[{'cover': 'FEW', 'base': 1000}, {'cover': 'BKN', 'base': 2600}, {'cover': 'BKN', 'base': 3900}]",MVFR,-SN,,,,,,,BYF,Albert-Picardie Airport,France,"Méaulte, Somme",https://www.worlddata.info/europe/france/airports.php
1710,LFAT,2025-11-22 22:03:02.926000+00:00,1763848800,2025-11-22T22:00:00.000Z,1.0,0.0,160,13.0,3.73,1014.0,2,METAR,METAR LFAT 222200Z AUTO 16013KT 6000 -RA OVC009/// ///CB 01/M00 Q1014,50.515,1.623,2,"Le Touquet Arpt, HD, FR",OVC,"[{'cover': 'OVC', 'base': 900}]",IFR,-RA,,,,,,,LTQ,Le Touquet-Côte d'Opale Airport,France,Le Touquet-Paris-Plage,https://www.worlddata.info/europe/france/airports.php
1711,LFBA,2025-11-22 21:32:34.635000+00:00,1763847000,2025-11-22T21:30:00.000Z,2.0,1.0,110,6.0,6+,1023.0,2,METAR,METAR LFBA 222130Z AUTO 11006KT CAVOK 02/01 Q1023,44.176,0.593,68,"Agen/La Garenne Arpt, NA, FR",CAVOK,[],VFR,,,,,,,,AGF,Agen-La Garenne Airport,France,Agen/La Garenne,https://www.worlddata.info/europe/france/airports.php
1712,LFBD,2025-11-22 21:50:13.957000+00:00,1763847000,2025-11-22T21:30:00.000Z,5.0,4.0,170,12.0,4.97,1019.0,2,METAR,METAR LFBD 222130Z AUTO 17012KT 8000 RA BKN046/// BKN058/// OVC068/// //////TCU 05/04 Q1019 TEMPO 1500 DZRA OVC004,44.831,-0.691,48,"Bordeaux/Mérignac Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 4600}, {'cover': 'BKN', 'base': 5800}, {'cover': 'OVC', 'base': 6800}]",MVFR,RA,,,,,,,BOD,Bordeaux-Mérignac Airport,France,Bordeaux/Mérignac,https://www.worlddata.info/europe/france/airports.php
1713,LFBE,2025-11-22 22:03:02.398000+00:00,1763848800,2025-11-22T22:00:00.000Z,4.0,0.0,110,4.0,6+,1021.0,2,METAR,METAR LFBE 222200Z AUTO 11004KT 060V140 9999 -RA BKN036/// BKN047/// OVC056/// ///CB 04/00 Q1021,44.826,0.516,49,"Bergerac/Perigord Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 3600}, {'cover': 'BKN', 'base': 4700}, {'cover': 'OVC', 'base': 5600}]",VFR,-RA,,,,,,,EGC,Bergerac Dordogne Périgord Airport,France,Bergerac/Roumanière,https://www.worlddata.info/europe/france/airports.php
1714,LFBG,2025-11-22 21:50:20.432000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,3.0,160,16.0,6+,1019.0,2,METAR,METAR LFBG 222130Z AUTO 16016KT 9999 -RA BKN032/// BKN042/// OVC058/// //////TCU 04/03 Q1019,45.665,-0.316,28,"Cognac/Parvaud Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 3200}, {'cover': 'BKN', 'base': 4200}, {'cover': 'OVC', 'base': 5800}]",VFR,-RA,,,,,,,CNG,Cognac-Châteaubernard (BA 709) Air Base,France,Cognac/Châteaubernard,https://www.worlddata.info/europe/france/airports.php
1715,LFBH,2025-11-22 21:36:05.919000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,6.0,150,21.0,1.99,1016.0,2,METAR,METAR LFBH 222130Z AUTO 15021KT 3200 RA BR OVC005 06/06 Q1016 BECMG VRB03KT 9999 NSW BKN025,46.178,-1.193,18,"La Rochelle–Île de Ré, NA, FR",OVC,"[{'cover': 'OVC', 'base': 500}]",IFR,RA BR,,,,,,,LRH,La Rochelle-Île de Ré Airport,France,La Rochelle/Île de Ré,https://www.worlddata.info/europe/france/airports.php
1716,LFBI,2025-11-22 22:03:01.673000+00:00,1763848800,2025-11-22T22:00:00.000Z,2.0,0.0,180,12.0,6+,1018.0,2,METAR,METAR LFBI 222200Z AUTO 18012KT 140V200 9999 -RA BKN027/// BKN035/// OVC042/// ///CB 02/00 Q1018 TEMPO 4000 -SNRA BKN007 BKN030CB,46.584,0.309,117,"Poitiers/Biard Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 2700}, {'cover': 'BKN', 'base': 3500}, {'cover': 'OVC', 'base': 4200}]",MVFR,-RA,,,,,,,PIS,Poitiers-Biard Airport,France,Poitiers/Biard,https://www.worlddata.info/europe/france/airports.php
1717,LFBL,2025-11-22 22:03:01.784000+00:00,1763848800,2025-11-22T22:00:00.000Z,1.0,-2.0,160,8.0,3.73,1019.0,2,METAR,METAR LFBL 222200Z AUTO 16008KT 6000 -SN SCT033/// BKN040/// OVC050/// ///TCU 01/M02 Q1019 TEMPO 15015G25KT 1200 SN OVC003,45.863,1.179,402,"Limoges/Bellegarde Arpt, NA, FR",OVC,"[{'cover': 'SCT', 'base': 3300}, {'cover': 'BKN', 'base': 4000}, {'cover': 'OVC', 'base': 5000}]",MVFR,-SN,,,,,,,LIG,Limoges Airport,France,Limoges/Bellegarde,https://www.worlddata.info/europe/france/airports.php
1718,LFBO,2025-11-22 22:03:01.865000+00:00,1763848800,2025-11-22T22:00:00.000Z,1.0,-1.0,160,2.0,6+,1023.0,18,METAR,METAR LFBO 222200Z AUTO 16002KT CAVOK 01/M01 Q1023 NOSIG,43.621,1.379,150,"Toulouse/Blagnac Arpt, OC, FR",CAVOK,[],VFR,,,,,,,,TLS,Toulouse-Blagnac Airport,France,Toulouse/Blagnac,https://www.worlddata.info/europe/france/airports.php
1719,LFBP,2025-11-22 22:03:01.912000+00:00,1763848800,2025-11-22T22:00:00.000Z,3.0,0.0,150,4.0,6+,1022.0,18,METAR,METAR LFBP 222200Z AUTO 15004KT 9999 -RA BKN062 OVC072 03/M00 Q1022 NOSIG,43.385,-0.416,182,"Pau/Uzein Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 6200}, {'cover': 'OVC', 'base': 7200}]",VFR,-RA,,,,,,,PUF,Pau Pyrénées Airport,France,Pau/Pyrénées (Uzein),https://www.worlddata.info/europe/france/airports.php
1720,LFBT,2025-11-22 21:34:24.556000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,-5.0,180,6.0,6+,1022.0,18,METAR,METAR LFBT 222130Z AUTO 18006KT 9999 SCT072 BKN100 BKN130 03/M05 Q1022 NOSIG,43.189,0.0,359,"Tarbes/Ossun Arpt, OC, FR",BKN,"[{'cover': 'SCT', 'base': 7200}, {'cover': 'BKN', 'base': 10000}, {'cover': 'BKN', 'base': 13000}]",VFR,,,,,,,,LDE,Tarbes-Lourdes-Pyrénées Airport,France,Tarbes/Lourdes/Pyrénées,https://www.worlddata.info/europe/france/airports.php
1721,LFBU,2025-11-22 21:34:24.272000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,1.0,140,12.0,5.59,1020.0,2,METAR,METAR LFBU 222130Z AUTO 14012KT 110V170 9000 -SNRA SCT033/// OVC050/// ///CB 03/01 Q1020,45.728,0.22,124,"Angouleme/Champniers, NA, FR",OVC,"[{'cover': 'SCT', 'base': 3300}, {'cover': 'OVC', 'base': 5000}]",VFR,-SN -RA,,,,,,,ANG,Angoulême-Brie-Champniers Airport,France,Angoulême/Brie/Champniers,https://www.worlddata.info/europe/france/airports.php
1722,LFBX,2025-11-22 22:03:06.187000+00:00,1763848800,2025-11-22T22:00:00.000Z,2.0,0.0,0,0.0,6+,1021.0,2,METAR,METAR LFBX 222200Z AUTO 00000KT 9999 BKN045/// OVC054/// ///CB 02/00 Q1021,45.196,0.815,97,"Perigueux/Bassillac, NA, FR",OVC,"[{'cover': 'BKN', 'base': 4500}, {'cover': 'OVC', 'base': 5400}]",VFR,,,,,,,,PGX,Périgueux-Bassillac Airport,France,Périgueux/Bassillac,https://www.worlddata.info/europe/france/airports.php
1723,LFBZ,2025-11-22 21:36:05.970000+00:00,1763847000,2025-11-22T21:30:00.000Z,8.0,4.0,VRB,3.0,6+,1022.0,2,METAR,METAR LFBZ 222130Z AUTO VRB03KT 9999 -RA BKN037 BKN043 OVC050 08/04 Q1022 TEMPO 23015G25KT 3000 RA,43.469,-1.534,70,"Biarritz/Parme Arpt, NA, FR",OVC,"[{'cover': 'BKN', 'base': 3700}, {'cover': 'BKN', 'base': 4300}, {'cover': 'OVC', 'base': 5000}]",VFR,-RA,,,,,,,BIQ,Biarritz-Anglet-Bayonne Airport,France,Biarritz/Anglet/Bayonne,https://www.worlddata.info/europe/france/airports.php
1724,LFCK,2025-11-22 21:32:38.146000+00:00,1763847000,2025-11-22T21:30:00.000Z,-2.0,-3.0,130,3.0,6+,1024.0,18,METAR,METAR LFCK 222130Z AUTO 13003KT CAVOK M02/M03 Q1024 NOSIG,43.556,2.289,223,"Castres/Mazamet Arpt, OC, FR",CAVOK,[],VFR,,,,,,,,DCM,Castres-Mazamet Airport,France,Castres/Mazamet,https://www.worlddata.info/europe/france/airports.php
1725,LFCR,2025-11-22 22:03:05.172000+00:00,1763848800,2025-11-22T22:00:00.000Z,-3.0,-4.0,140,3.0,6+,1021.0,18,METAR,METAR LFCR 222200Z AUTO 14003KT CAVOK M03/M04 Q1021 NOSIG,44.41,2.483,576,"Rodez/Marcillac Arpt, OC, FR",CAVOK,[],VFR,,,,,,,,RDZ,Rodez–Aveyron Airport,France,Rodez/Marcillac,https://www.worlddata.info/europe/france/airports.php
1726,LFGA,2025-11-22 21:32:30.801000+00:00,1763847000,2025-11-22T21:30:00.000Z,-6.0,-8.0,220,2.0,6+,1024.0,2,METAR,METAR LFGA 222130Z AUTO 22002KT CAVOK M06/M08 Q1024,48.11,7.359,191,"Colmar/Houssen Arpt, GE, FR",CAVOK,[],VFR,,,,,,,,CMR,Colmar-Houssen Airport,France,"Colmar, Haut-Rhin",https://www.worlddata.info/europe/france/airports.php
1727,LFGJ,2025-11-22 21:34:24.922000+00:00,1763847000,2025-11-22T21:30:00.000Z,-5.0,-6.0,0,0.0,4.97,1022.0,2,METAR,METAR LFGJ 222130Z AUTO 00000KT 8000 NSC M05/M06 Q1022,47.044,5.427,191,"Dole/Tavaux Arpt, BF, FR",CLR,[],MVFR,,,,,,,,DLE,Dole-Jura Airport,France,"Tavaux, Jura",https://www.worlddata.info/europe/france/airports.php
1728,LFJL,2025-11-22 21:32:33.310000+00:00,1763847000,2025-11-22T21:30:00.000Z,-4.0,-6.0,130,7.0,4.97,1022.0,18,METAR,METAR LFJL 222130Z AUTO 13007KT 8000 NSC M04/M06 Q1022 NOSIG,48.982,6.251,259,"Metz/Lorraine Arpt, GE, FR",CLR,[],MVFR,,,,,,,,ETZ,Metz-Nancy-Lorraine Airport,France,Goin,https://www.worlddata.info/europe/france/airports.php
1729,LFJR,2025-11-22 21:32:30.981000+00:00,1763847000,2025-11-22T21:30:00.000Z,3.0,2.0,150,14.0,3.04,1016.0,2,METAR,METAR LFJR 222130Z AUTO 15014KT 4900 -RA BR FEW009/// BKN014/// BKN019/// ///TCU 03/02 Q1016,47.562,-0.317,50,"Anger/Loire Arpt, PD, FR",BKN,"[{'cover': 'FEW', 'base': 900}, {'cover': 'BKN', 'base': 1400}, {'cover': 'BKN', 'base': 1900}]",MVFR,-RA BR,,,,,,,ANE,Angers-Loire Airport,France,"Marcé, Maine-et-Loire",https://www.worlddata.info/europe/france/airports.php
1730,LFKB,2025-11-22 21:36:05.995000+00:00,1763847000,2025-11-22T21:30:00.000Z,6.0,5.0,220,5.0,6+,1018.0,2,METAR,METAR LFKB 222130Z AUTO 22005KT 9999 FEW033 SCT042 BKN054 06/05 Q1018 TEMPO 4000 SHRA SCT015 FEW030CB BKN050,42.553,9.484,7,"Bastia/Poretta Arpt, OC, FR",BKN,"[{'cover': 'FEW', 'base': 3300}, {'cover': 'SCT', 'base': 4200}, {'cover': 'BKN', 'base': 5400}]",VFR,,,,,,,,BIA,Bastia-Poretta Airport,France,Bastia/Poretta,https://www.worlddata.info/europe/france/airports.php
1731,LFKC,2025-11-22 21:36:06.016000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,2.0,170,5.0,6+,1017.0,2,METAR,METAR LFKC 222130Z AUTO 17005KT 9999 // NSC 04/02 Q1017,42.531,8.793,38,"Calvi/St Catherine Arpt, CO, FR",CLR,[],VFR,,,,,,,,CLY,Calvi-Sainte-Catherine Airport,France,Calvi/Sainte-Catherine,https://www.worlddata.info/europe/france/airports.php
1732,LFKF,2025-11-22 21:36:17.186000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,2.0,60,5.0,6+,1018.0,2,METAR,METAR LFKF 222130Z AUTO 06005KT 040V110 CAVOK 04/02 Q1018 BECMG SCT030TCU,41.501,9.098,15,"Figari/Corse Arpt, CO, FR",CAVOK,[],VFR,,,,,,,,FSC,Figari Sud-Corse Airport,France,Figari Sud-Corse,https://www.worlddata.info/europe/france/airports.php
1733,LFKJ,2025-11-22 21:32:33.820000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,2.0,40,7.0,6+,1018.0,18,METAR,METAR LFKJ 222130Z AUTO 04007KT 010V080 CAVOK 04/02 Q1018 NOSIG,41.924,8.803,9,"Ajaccio/Oro Arpt, CO, FR",CAVOK,[],VFR,,,,,,,,AJA,Ajaccio-Napoléon Bonaparte Airport,France,Ajaccio/Napoléon Bonaparte,https://www.worlddata.info/europe/france/airports.php
1734,LFKS,2025-11-22 21:36:21.100000+00:00,1763847000,2025-11-22T21:30:00.000Z,5.0,3.0,270,6.0,6+,1018.0,2,METAR,METAR LFKS 222130Z AUTO 27006KT 9999 // NSC 05/03 Q1018,41.924,9.406,22,"Solenzara, CO, FR",CLR,[],VFR,,,,,,,,SOZ,Solenzara (BA 126) Air Base,France,Solenzara,https://www.worlddata.info/europe/france/airports.php
1735,LFLB,2025-11-22 21:32:36.335000+00:00,1763847000,2025-11-22T21:30:00.000Z,-3.0,-4.0,220,2.0,5.59,1023.0,2,METAR,METAR LFLB 222130Z AUTO 22002KT 9000 NSC M03/M04 Q1023,45.637,5.883,234,"Chambery Arpt, AR, FR",CLR,[],VFR,,,,,,,,CMF,Chambéry Savoie Mont Blanc Airport,France,Viviers-du-Lac,https://www.worlddata.info/europe/france/airports.php
1736,LFLC,2025-11-22 21:32:33.972000+00:00,1763847000,2025-11-22T21:30:00.000Z,-3.0,-5.0,VRB,3.0,6+,1022.0,18,METAR,METAR LFLC 222130Z AUTO VRB03KT CAVOK M03/M05 Q1022 NOSIG,45.787,3.169,325,"Clermont-Ferrand/Auvergne Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,CFE,Clermont-Ferrand Auvergne Airport,France,"Aulnat, Puy-de-Dôme",https://www.worlddata.info/europe/france/airports.php
1737,LFLL,2025-11-22 21:32:36.971000+00:00,1763847000,2025-11-22T21:30:00.000Z,-3.0,-5.0,220,3.0,6+,1023.0,16,METAR,METAR LFLL 222130Z 22003KT CAVOK M03/M05 Q1023 NOSIG,45.726,5.078,234,"Lyon/St-Exupéry Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,LYS,Lyon Saint-Exupéry Airport,France,"Colombier-Saugnieu, Rhône",https://www.worlddata.info/europe/france/airports.php
1738,LFLN,2025-11-22 22:03:04.589000+00:00,1763848800,2025-11-22T22:00:00.000Z,-5.0,-6.0,100,1.0,3.73,1022.0,2,METAR,METAR LFLN 222200Z AUTO 10001KT 6000 NSC M05/M06 Q1022,46.412,4.025,238,"Saint Yan Arpt, BF, FR",CLR,[],MVFR,,,,,,,,SYT,Saint-Yan Airport,France,Saint-Yan,https://www.worlddata.info/europe/france/airports.php
1739,LFLP,2025-11-22 22:03:03.481000+00:00,1763848800,2025-11-22T22:00:00.000Z,-4.0,-6.0,VRB,2.0,6+,1022.0,2,METAR,METAR LFLP 222200Z AUTO VRB02KT CAVOK M04/M06 Q1022,45.93,6.106,460,"Annecy/Meythet Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,NCY,Annecy Haute-Savoie Mont Blanc Airport,France,Epagny Metz-Tessy,https://www.worlddata.info/europe/france/airports.php
1740,LFLS,2025-11-22 21:32:34.120000+00:00,1763847000,2025-11-22T21:30:00.000Z,-4.0,-5.0,110,2.0,6+,1022.0,2,METAR,METAR LFLS 222130Z AUTO 11002KT CAVOK M04/M05 Q1022,45.363,5.329,386,"Grenoble/Alpes–Isère Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,GNB,Grenoble Alpes Isère Airport,France,"Saint-Étienne-de-Saint-Geoirs, Isère",https://www.worlddata.info/europe/france/airports.php
1741,LFLW,2025-11-22 21:32:38.452000+00:00,1763847000,2025-11-22T21:30:00.000Z,-4.0,-6.0,100,4.0,6+,1021.0,18,METAR,METAR LFLW 222130Z AUTO 10004KT CAVOK M04/M06 Q1021 NOSIG,44.899,2.421,638,"Aurillac Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,AUR,Aurillac Airport,France,Aurillac,https://www.worlddata.info/europe/france/airports.php
1742,LFLX,2025-11-22 21:41:19.255000+00:00,1763847000,2025-11-22T21:30:00.000Z,1.0,-1.0,160,3.0,6+,1020.0,2,METAR,METAR LFLX 222130Z AUTO 16003KT CAVOK 01/M01 Q1020 TEMPO 17015G25KT 1000 SN BKN004,46.87,1.741,157,"Chateauroux/Deols Arpt, CV, FR",CAVOK,[],VFR,,,,,,,,CHR,Châteauroux-Déols Marcel Dassault Airport,France,Châteauroux/Déols,https://www.worlddata.info/europe/france/airports.php
1743,LFLY,2025-11-22 21:32:47.801000+00:00,1763847000,2025-11-22T21:30:00.000Z,-3.0,-5.0,VRB,2.0,6+,1023.0,18,METAR,METAR LFLY 222130Z AUTO VRB02KT CAVOK M03/M05 Q1023 NOSIG,45.726,4.938,197,"Lyon/Bron Arpt, AR, FR",CAVOK,[],VFR,,,,,,,,LYN,Lyon Bron Airport,France,"Chassieu, Lyon",https://www.worlddata.info/europe/france/airports.php
1744,LFMD,2025-11-22 21:32:31.911000+00:00,1763847000,2025-11-22T21:30:00.000Z,4.0,-1.0,340,4.0,6+,1018.0,2,METAR,METAR LFMD 222130Z AUTO 34004KT 310V020 CAVOK 04/M01 Q1018,43.544,6.953,2,"Cannes/Mandelieu Arpt, PA, FR",CAVOK,[],VFR,,,,,,,,CEQ,Cannes-Mandelieu Airport,France,"Cannes, Alpes-Maritimes",https://www.worlddata.info/europe/france/airports.php
