,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,precip,wgst,maxT,minT,vertVis,IATA,Airport_name,Country,City,Information
0,BGBW,2025-11-22 21:55:39.698000+00:00,1763848200,2025-11-22T22:00:00.000Z,-3.0,-9.0,110,3.0,,1011.0,2,METAR,METAR BGBW 222150Z AUTO 11003KT 9999NDV NCD M03/M09 Q1011,61.164,-45.42,49,"Narssarssuaq Arpt, KJ, GL",CLR,[],,,,,,,,,UAK,Narsarsuaq Airport,Greenland,Narsarsuaq,https://www.worlddata.info/america/greenland/airports.php
1,BGGH,2025-11-22 21:55:57.931000+00:00,1763848200,2025-11-22T22:00:00.000Z,-1.0,-1.0,30,4.0,6+,1011.0,0,METAR,METAR BGGH 222150Z 03004KT 360V070 9999 1000NE PRFG SCT002 M01/M01 Q1011,64.191,-51.677,76,"Godthab/Nuuk Arpt, SM, GL",SCT,"[{'cover': 'SCT', 'base': 200}]",VFR,PRFG,,,,,,,GOH,Nuuk Airport,Greenland,Nuuk,https://www.worlddata.info/america/greenland/airports.php
2,BGJN,2025-11-22 21:55:39.719000+00:00,1763848200,2025-11-22T22:00:00.000Z,-4.0,-5.0,60,3.0,,1012.0,2,METAR,METAR BGJN 222150Z AUTO 06003KT 9999NDV -SN OVC099/// M04/M05 Q1012,69.24,-51.064,22,"Ilulissat Arpt, AV, GL",OVC,"[{'cover': 'OVC', 'base': 9900}]",,-SN,,,,,,,JAV,Ilulissat Airport,Greenland,Ilulissat,https://www.worlddata.info/america/greenland/airports.php
3,BGKK,2025-11-22 21:55:39.745000+00:00,1763848200,2025-11-22T22:00:00.000Z,-3.0,-5.0,30,5.0,,1007.0,2,METAR,METAR BGKK 222150Z AUTO 03005KT 9999NDV OVC017/// M03/M05 Q1007,65.575,-37.133,37,"Kulusuk Arpt, SM, GL",OVC,"[{'cover': 'OVC', 'base': 1700}]",,,,,,,,,KUS,Kulusuk Airport,Greenland,Kulusuk,https://www.worlddata.info/america/greenland/airports.php
4,BGSF,2025-11-22 21:55:39.773000+00:00,1763848200,2025-11-22T22:00:00.000Z,-6.0,-7.0,40,5.0,,1012.0,2,METAR,METAR BGSF 222150Z AUTO 04005KT 7000NDV FEW009/// BKN024/// OVC034/// M06/M07 Q1012,67.013,-50.718,75,"Stroemfjord Arpt, QQ, GL",OVC,"[{'cover': 'FEW', 'base': 900}, {'cover': 'BKN', 'base': 2400}, {'cover': 'OVC', 'base': 3400}]",,,,,,,,,SFJ,Kangerlussuaq Airport,Greenland,Kangerlussuaq,https://www.worlddata.info/america/greenland/airports.php
5,BGTL,2025-11-22 21:57:07.190000+00:00,1763848500,2025-11-22T22:00:00.000Z,-7.1,-9.7,130,6.0,6+,1008.2,46,METAR,METAR BGTL 222155Z AUTO 13006KT 9999 OVC029 M07/M10 A2977 RMK AO2 SLP065 T10711097 TSNO $,76.527,-68.758,79,"Thule, AV, GL",OVC,"[{'cover': 'OVC', 'base': 2900}]",MVFR,,1006.5,,,,,,THU,Pituffik Space Base,Greenland,Pituffik,https://www.worlddata.info/america/greenland/airports.php
6,BIKF,2025-11-22 21:33:13.832000+00:00,1763847000,2025-11-22T21:30:00.000Z,2.0,1.0,30,1.0,6+,999.0,0,METAR,METAR BIKF 222130Z 03001KT 9999 BKN024 BKN035 02/01 Q0999,63.987,-22.614,49,"Keflavik Intl, SP, IS",BKN,"[{'cover': 'BKN', 'base': 2400}, {'cover': 'BKN', 'base': 3500}]",MVFR,,,,,,,,KEF,Keflavik International Airport,Iceland,Reykjavík,https://www.worlddata.info/europe/iceland/airports.php
7,BKPR,2025-11-22 21:51:06.853000+00:00,1763848800,2025-11-22T22:00:00.000Z,6.0,6.0,310,3.0,6+,1013.0,16,METAR,METAR BKPR 222200Z 31003KT 260V020 9999 BKN050 06/06 Q1013 NOSIG,42.576,21.03,545,"Pristina Intl, PR, XK",BKN,"[{'cover': 'BKN', 'base': 5000}]",VFR,,,,,,,,PRN,Priština Adem Jashari International Airport,Kosovo,Prishtina,https://www.worlddata.info/europe/kosovo/airports.php
8,CBBC,2025-11-22 21:11:47.576000+00:00,1763845860,2025-11-22T21:11:00.000Z,7.0,6.0,,,9,1014.6,2,SPECI,SPECI CBBC 222111Z AUTO /////KT 9SM BKN009 BKN021 07/06 A2996 RMK WIND MISG SLP147,52.181,-128.154,36,"Bella Bella Arpt, BC, CA",BKN,"[{'cover': 'BKN', 'base': 900}, {'cover': 'BKN', 'base': 2100}]",IFR,,1014.7,,,,,,ZEL,Bella Bella (Campbell Island) Airport,Canada,Bella Bella,https://www.worlddata.info/america/canada/airports.php
9,CYAH,2025-11-22 21:41:19.330000+00:00,1763847480,2025-11-22T21:38:00.000Z,-2.0,-4.0,270,7.0,4,999.1,2,SPECI,SPECI CYAH 222138Z AUTO 27007KT 4SM -SN BKN008 BKN025 OVC038 M02/M04 A2950 RMK SLP010,53.757,-73.676,298,"La Grande IV Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 800}, {'cover': 'BKN', 'base': 2500}, {'cover': 'OVC', 'base': 3800}]",IFR,-SN,1001.0,,,,,,YAH,La Grande-4 Airport,Canada,La Grande-4,https://www.worlddata.info/america/canada/airports.php
10,CYAY,2025-11-22 22:01:12.038000+00:00,1763848680,2025-11-22T21:58:00.000Z,2.0,2.0,180,7.0,9,1001.1,2,SPECI,SPECI CYAY 222158Z AUTO 18007KT 9SM BKN023 BKN038 OVC220 02/02 A2956 RMK SLP013,51.39,-56.081,23,"St Anthony Arpt, NL, CA",OVC,"[{'cover': 'BKN', 'base': 2300}, {'cover': 'BKN', 'base': 3800}, {'cover': 'OVC', 'base': 22000}]",MVFR,,1001.3,,,,,,YAY,St. Anthony Airport,Canada,St. Anthony,https://www.worlddata.info/america/canada/airports.php
11,CYAZ,2025-11-22 21:41:19.345000+00:00,1763847480,2025-11-22T21:38:00.000Z,10.0,10.0,290,5.0,4,1014.3,0,SPECI,SPECI CYAZ 222138Z 29005KT 4SM -RA BR OVC004 10/10 A2995 RMK SF8 SLP144,49.08,-125.767,26,"Tofino Arpt, BC, CA",OVC,"[{'cover': 'OVC', 'base': 400}]",LIFR,-RA BR,1014.4,,,,,,YAZ,Tofino / Long Beach Airport,Canada,Tofino,https://www.worlddata.info/america/canada/airports.php
12,CYBB,2025-11-22 21:46:28.114000+00:00,1763847780,2025-11-22T21:43:00.000Z,-10.0,-11.0,230,5.0,1,1008.2,0,SPECI,SPECI CYBB 222143Z 23005KT 1SM BR OVC002 M10/M11 A2977 RMK FG7SF1 SLP084,68.536,-89.792,13,"Pelly Bay/Kugaaruk Arpt, NU, CA",OVC,"[{'cover': 'OVC', 'base': 200}]",LIFR,BR,1008.4,,,,,,YBB,Kugaaruk Airport,Canada,Kugaaruk,https://www.worlddata.info/america/canada/airports.php
13,CYBL,2025-11-22 21:50:52.085000+00:00,1763848020,2025-11-22T21:47:00.000Z,9.0,9.0,300,7.0,5,1013.3,0,SPECI,SPECI CYBL 222147Z 30007KT 5SM -RA BR SCT005 BKN011 OVC030 09/09 A2992 RMK SF3SC3SC2 SLP136,49.951,-125.269,94,"Campbell River Arpt, BC, CA",OVC,"[{'cover': 'SCT', 'base': 500}, {'cover': 'BKN', 'base': 1100}, {'cover': 'OVC', 'base': 3000}]",MVFR,-RA BR,1013.6,,,,,,YBL,Campbell River Airport,Canada,Campbell River,https://www.worlddata.info/america/canada/airports.php
14,CYCA,2025-11-22 21:59:43.721000+00:00,1763848740,2025-11-22T21:59:00.000Z,2.0,1.0,160,8.0,9,997.0,2,SPECI,SPECI CYCA 222159Z AUTO 16008KT 9SM SCT016 BKN048 OVC060 02/01 A2944 RMK SLP971,53.683,-57.042,12,"Cartwright Arpt, NL, CA",OVC,"[{'cover': 'SCT', 'base': 1600}, {'cover': 'BKN', 'base': 4800}, {'cover': 'OVC', 'base': 6000}]",VFR,,997.1,,,,,,YRF,Cartwright Airport,Canada,Cartwright,https://www.worlddata.info/america/canada/airports.php
15,CYCB,2025-11-22 21:57:45.436000+00:00,1763848200,2025-11-22T21:50:00.000Z,-5.0,-5.0,130,17.0,15,1001.8,0,SPECI,SPECI CYCB 222150Z 13017KT 15SM BKN007 BKN047 M05/M05 A2958 RMK SC5SC2 CIG RAG SLP024,69.106,-105.116,19,"Cambridge Bay Arpt, NU, CA",BKN,"[{'cover': 'BKN', 'base': 700}, {'cover': 'BKN', 'base': 4700}]",IFR,,1002.4,,,,,,YCB,Cambridge Bay Airport,Canada,Cambridge Bay,https://www.worlddata.info/america/canada/airports.php
16,CYCD,2025-11-22 21:50:52.099000+00:00,1763847840,2025-11-22T21:44:00.000Z,14.0,10.0,200,6.0,15,1014.0,0,SPECI,SPECI CYCD 222144Z 20006KT 150V230 15SM -RA SCT015 OVC055 14/10 A2994 RMK SC3SC5 SLP140,49.052,-123.874,30,"Nanaimo Arpt, BC, CA",OVC,"[{'cover': 'SCT', 'base': 1500}, {'cover': 'OVC', 'base': 5500}]",VFR,-RA,1014.0,,,,,,YCD,Nanaimo Airport,Canada,Nanaimo,https://www.worlddata.info/america/canada/airports.php
17,CYCO,2025-11-22 21:15:44.016000+00:00,1763845920,2025-11-22T21:12:00.000Z,-7.0,-8.0,250,8.0,15,995.7,0,SPECI,SPECI CYCO 222112Z 25008KT 15SM -SN SCT009 OVC020 M07/M08 A2940 RMK ST4SC4 SLP962,67.817,-115.135,20,"Coppermine/Kugluktuk Arpt, NU, CA",OVC,"[{'cover': 'SCT', 'base': 900}, {'cover': 'OVC', 'base': 2000}]",MVFR,-SN,996.2,,,,,,YCO,Kugluktuk Airport,Canada,Kugluktuk,https://www.worlddata.info/america/canada/airports.php
18,CYCY,2025-11-22 21:53:28.713000+00:00,1763848140,2025-11-22T21:49:00.000Z,-7.0,-8.0,300,6.0,3,1010.9,0,SPECI,SPECI CYCY 222149Z 30006KT 3SM BR OVC005 M07/M08 A2985 RMK ST8 SLP114,70.484,-68.515,73,"Cylde River Arpt, NU, CA",OVC,"[{'cover': 'OVC', 'base': 500}]",IFR,BR,1011.4,,,,,,YCY,Clyde River Airport,Canada,Clyde River,https://www.worlddata.info/america/canada/airports.php
19,CYDL,2025-11-22 21:50:36.688000+00:00,1763848200,2025-11-22T21:50:00.000Z,-3.0,-4.0,VRB,2.0,9,1004.1,2,SPECI,SPECI CYDL 222150Z AUTO VRB02KT 9SM SCT035 SCT060 BKN079 M03/M04 A2965 RMK SLP078,58.426,-130.025,804,"Dease Lake Arpt, BC, CA",BKN,"[{'cover': 'SCT', 'base': 3500}, {'cover': 'SCT', 'base': 6000}, {'cover': 'BKN', 'base': 7900}]",VFR,,1007.8,,,,,,YDL,Dease Lake Airport,Canada,Dease Lake,https://www.worlddata.info/america/canada/airports.php
20,CYDP,2025-11-22 21:46:28.127000+00:00,1763847540,2025-11-22T21:39:00.000Z,0.0,0.0,280,6.0,1,995.0,0,SPECI,SPECI CYDP 222139Z 28006KT 1SM -SN OVC004 M00/M00 A2938 RMK SN5SF3 SLP951,56.549,-61.684,14,"Nain Arpt, NL, CA",OVC,"[{'cover': 'OVC', 'base': 400}]",LIFR,-SN,995.1,,,,,,YDP,Nain Airport,Canada,Nain,https://www.worlddata.info/america/canada/airports.php
21,CYER,2025-11-22 21:52:42.305000+00:00,1763848200,2025-11-22T21:50:00.000Z,-6.0,-6.0,180,3.0,1,1006.9,2,SPECI,SPECI CYER 222150Z AUTO 18003KT 1SM BR BKN004 OVC011 M06/M06 A2973 RMK ICE SLP071,56.019,-87.675,11,"Ft Severn Arpt, ON, CA",OVC,"[{'cover': 'BKN', 'base': 400}, {'cover': 'OVC', 'base': 1100}]",LIFR,BR,1007.1,,,,,,YER,Fort Severn Airport,Canada,Fort Severn,https://www.worlddata.info/america/canada/airports.php
22,CYEV,2025-11-22 21:33:42.051000+00:00,1763846880,2025-11-22T21:28:00.000Z,-7.0,-7.0,280,7.0,1.5,1001.1,0,SPECI,SPECI CYEV 222128Z 28007KT 1 1/2SM -SN BR BKN008 OVC021 M07/M07 A2956 RMK FG4SC2SC2 VIS VRB 1-2 CIG RAG SLP017,68.309,-133.5,74,"Inuvik/Zubko Arpt, NT, CA",OVC,"[{'cover': 'BKN', 'base': 800}, {'cover': 'OVC', 'base': 2100}]",IFR,-SN BR,1001.7,,,,,,YEV,Inuvik Mike Zubko Airport,Canada,Inuvik,https://www.worlddata.info/america/canada/airports.php
23,CYFC,2025-11-22 21:19:23.663000+00:00,1763846100,2025-11-22T21:15:00.000Z,2.0,-5.0,260,3.0,9,1007.5,2,SPECI,SPECI CYFC 222115Z AUTO 26003KT 9SM BKN060 02/M05 A2975 RMK SLP078,45.873,-66.539,16,"Fredericton Intl, NB, CA",BKN,"[{'cover': 'BKN', 'base': 6000}]",VFR,,1007.8,,,,,,YFC,Fredericton Airport,Canada,Fredericton,https://www.worlddata.info/america/canada/airports.php
24,CYGH,2025-11-22 21:19:23.676000+00:00,1763846040,2025-11-22T21:14:00.000Z,-9.0,-11.0,260,9.0,10+,999.7,0,SPECI,SPECI CYGH 222114Z 26009KT 10SM -SN FEW018 BKN050 M09/M11 A2952 RMK SC2SC4 SLP008,66.242,-128.644,72,"Fort Good Hope Arpt, NT, CA",BKN,"[{'cover': 'FEW', 'base': 1800}, {'cover': 'BKN', 'base': 5000}]",VFR,-SN,1000.8,,,,,,YGH,Fort Good Hope Airport,Canada,Fort Good Hope,https://www.worlddata.info/america/canada/airports.php
25,CYGV,2025-11-22 21:57:45.466000+00:00,1763848560,2025-11-22T21:56:00.000Z,0.0,-1.0,240,14.0,1.25,999.1,2,SPECI,SPECI CYGV 222156Z AUTO 24014G31KT 1 1/4SM -SN BKN017 BKN066 00/M01 A2950 RMK ICE SLP993,50.286,-63.606,32,"Havre St Pierre Arpt, QC, CA",BKN,"[{'cover': 'BKN', 'base': 1700}, {'cover': 'BKN', 'base': 6600}]",IFR,-SN,999.3,,31.0,,,,YGV,Havre-Saint-Pierre Airport,Canada,Havre-Saint-Pierre,https://www.worlddata.info/america/canada/airports.php
26,CYGW,2025-11-22 21:53:28.982000+00:00,1763848200,2025-11-22T21:50:00.000Z,1.0,-3.0,320,9.0,9,1003.5,2,SPECI,SPECI CYGW 222150Z AUTO 32009G15KT 9SM BKN028 OVC034 01/M03 A2963 RMK SLP036,55.283,-77.76,13,"Kuujjuarapik Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 2800}, {'cover': 'OVC', 'base': 3400}]",MVFR,,1003.6,,15.0,,,,YGW,Kuujjuarapik Airport,Canada,Kuujjuarapik,https://www.worlddata.info/america/canada/airports.php
27,CYHD,2025-11-22 21:22:55.944000+00:00,1763846340,2025-11-22T21:19:00.000Z,1.0,0.0,280,10.0,5,1005.2,2,SPECI,SPECI CYHD 222119Z AUTO 28010G18KT 5SM BR OVC004 01/00 A2968 RMK SLP075,49.83,-92.74,414,"Dryden Rgnl, ON, CA",OVC,"[{'cover': 'OVC', 'base': 400}]",LIFR,BR,1007.5,,18.0,,,,YHD,Dryden Regional Airport,Canada,Dryden,https://www.worlddata.info/america/canada/airports.php
28,CYHE,2025-11-22 21:41:19.409000+00:00,1763847420,2025-11-22T21:37:00.000Z,10.0,9.0,230,9.0,7,1015.3,2,SPECI,SPECI CYHE 222137Z AUTO 23009G16KT 170V280 7SM -RA FEW007 BKN010 BKN018 OVC060 10/09 A2998 RMK PCPN 1.2MM PAST HR SLP155,49.37,-121.493,43,"Hope Rgnl Airpark, BC, CA",OVC,"[{'cover': 'FEW', 'base': 700}, {'cover': 'BKN', 'base': 1000}, {'cover': 'BKN', 'base': 1800}, {'cover': 'OVC', 'base': 6000}]",MVFR,-RA,1015.5,,16.0,,,,YHE,Hope Airport / FVRD Regional Airpark,Canada,Hope,https://www.worlddata.info/america/canada/airports.php
29,CYHZ,2025-11-22 22:01:12.062000+00:00,1763848500,2025-11-22T21:55:00.000Z,5.0,4.0,250,7.0,3,1006.2,0,SPECI,SPECI CYHZ 222155Z 25007KT 3SM RA BR BKN012 OVC029 05/04 A2971 RMK SF5NS3 SLP066,44.8781,-63.5136,136,"Halifax/Stanfield Intl, NS, CA",OVC,"[{'cover': 'BKN', 'base': 1200}, {'cover': 'OVC', 'base': 2900}]",MVFR,RA BR,1006.6,,,,,,YHZ,Halifax / Stanfield International Airport,Canada,Halifax,https://www.worlddata.info/america/canada/airports.php
30,CYKD,2025-11-22 22:00:01.849000+00:00,1763848680,2025-11-22T21:58:00.000Z,-8.0,-10.0,300,12.0,0.75,1003.5,0,SPECI,SPECI CYKD 222158Z 30012G18KT 3/4SM -SN DRSN OVC005 M08/M10 A2963 RMK ST8 SLP036,68.227,-135.013,7,"Aklavik Arpt, NT, CA",OVC,"[{'cover': 'OVC', 'base': 500}]",LIFR,-SN DRSN,1003.6,,18.0,,,,LAK,Aklavik/Freddie Carmichael Airport,Canada,Aklavik,https://www.worlddata.info/america/canada/airports.php
31,CYKL,2025-11-22 22:01:12.091000+00:00,1763848680,2025-11-22T21:58:00.000Z,-4.0,-4.0,330,5.0,6,993.0,2,SPECI,SPECI CYKL 222158Z AUTO 33005KT 6SM -SN FEW033 BKN042 OVC071 M04/M04 A2932 RMK SLP963,54.803,-66.804,507,"Schefferville Arpt, QC, CA",OVC,"[{'cover': 'FEW', 'base': 3300}, {'cover': 'BKN', 'base': 4200}, {'cover': 'OVC', 'base': 7100}]",VFR,-SN,996.3,,,,,,YKL,Schefferville Airport,Canada,Schefferville,https://www.worlddata.info/america/canada/airports.php
32,CYMH,2025-11-22 21:41:19.453000+00:00,1763847480,2025-11-22T21:38:00.000Z,3.0,3.0,190,11.0,9,1000.1,2,SPECI,SPECI CYMH 222138Z AUTO 19011G19KT 9SM BKN017 BKN026 OVC055 03/03 A2953 RMK SLP001,52.304,-55.833,18,"Mary's Harbor Arpt, NL, CA",OVC,"[{'cover': 'BKN', 'base': 1700}, {'cover': 'BKN', 'base': 2600}, {'cover': 'OVC', 'base': 5500}]",MVFR,,1000.1,,19.0,,,,YMH,Mary's Harbour Airport,Canada,Mary's Harbour,https://www.worlddata.info/america/canada/airports.php
33,CYMT,2025-11-22 22:03:11.411000+00:00,1763848920,2025-11-22T22:02:00.000Z,-5.0,-6.0,240,11.0,5,1007.2,2,SPECI,SPECI CYMT 222202Z AUTO 24011G20KT 5SM -SN OVC015 M05/M06 A2974 RMK SLP097,49.779,-74.527,388,"Chibougamau Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 1500}]",MVFR,-SN,1009.7,,20.0,,,,YMT,Chapais Airport,Canada,Chibougamau,https://www.worlddata.info/america/canada/airports.php
34,CYNE,2025-11-22 21:33:42.312000+00:00,1763846940,2025-11-22T21:29:00.000Z,2.0,0.0,280,4.0,9,1004.5,2,SPECI,SPECI CYNE 222129Z AUTO 28004KT 250V320 9SM SCT013 02/M00 A2966 RMK SLP060,53.958,-97.845,220,"Norway House Arpt, MB, CA",SCT,"[{'cover': 'SCT', 'base': 1300}]",VFR,,1006.0,,,,,,YNE,Norway House Airport,Canada,Norway House,https://www.worlddata.info/america/canada/airports.php
35,CYNM,2025-11-22 21:50:52.124000+00:00,1763848020,2025-11-22T21:47:00.000Z,-4.0,-5.0,260,9.0,9,1010.9,2,SPECI,SPECI CYNM 222147Z AUTO 26009G15KT 220V290 9SM BKN008 OVC012 M04/M05 A2985 RMK SLP128,49.759,-77.793,276,"Matagami Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 800}, {'cover': 'OVC', 'base': 1200}]",IFR,,1012.8,,15.0,,,,YNM,Matagami Airport,Canada,Matagami,https://www.worlddata.info/america/canada/airports.php
36,CYPD,2025-11-22 21:57:45.725000+00:00,1763848620,2025-11-22T21:57:00.000Z,5.0,3.0,240,4.0,8,1006.5,2,SPECI,SPECI CYPD 222157Z AUTO 24004KT 8SM -RA BKN024 OVC033 05/03 A2972 RMK PCPN 0.5MM PAST HR SLP072,45.657,-61.374,106,"Port Hawkesbury Arpt, NS, CA",OVC,"[{'cover': 'BKN', 'base': 2400}, {'cover': 'OVC', 'base': 3300}]",MVFR,-RA,1007.2,,,,,,YPS,Port Hawkesbury Airport,Canada,Port Hawkesbury,https://www.worlddata.info/america/canada/airports.php
37,CYPH,2025-11-22 21:57:45.521000+00:00,1763848560,2025-11-22T21:56:00.000Z,-2.0,-3.0,10,5.0,9,1003.8,2,SPECI,SPECI CYPH 222156Z AUTO 01005KT 9SM FEW005 OVC028 M02/M03 A2964 RMK SLP040,58.47,-78.08,24,"Inukjuak Arpt, QC, CA",OVC,"[{'cover': 'FEW', 'base': 500}, {'cover': 'OVC', 'base': 2800}]",MVFR,,1004.0,,,,,,YPH,Inukjuak Airport,Canada,Inukjuak,https://www.worlddata.info/america/canada/airports.php
38,CYPL,2025-11-22 21:41:19.480000+00:00,1763847420,2025-11-22T21:37:00.000Z,-2.0,-3.0,170,3.0,1,1002.1,2,SPECI,SPECI CYPL 222137Z AUTO 17003KT 1SM -SN FEW009 OVC022 M02/M03 A2959 RMK SLP045,51.449,-90.218,390,"Pickle Lake Arpt, ON, CA",OVC,"[{'cover': 'FEW', 'base': 900}, {'cover': 'OVC', 'base': 2200}]",IFR,-SN,1004.5,,,,,,YPL,Pickle Lake Airport,Canada,Pickle Lake,https://www.worlddata.info/america/canada/airports.php
39,CYPO,2025-11-22 21:27:06.833000+00:00,1763846760,2025-11-22T21:26:00.000Z,-6.0,-7.0,220,3.0,9,1006.9,2,SPECI,SPECI CYPO 222126Z AUTO 22003KT 9SM FEW015 OVC049 M06/M07 A2973 RMK SLP075,54.988,-85.439,49,"Peawanuck Arpt, ON, CA",OVC,"[{'cover': 'FEW', 'base': 1500}, {'cover': 'OVC', 'base': 4900}]",VFR,,1007.5,,,,,,YPO,Peawanuck Airport,Canada,Peawanuck,https://www.worlddata.info/america/canada/airports.php
40,CYQI,2025-11-22 21:50:52.143000+00:00,1763847900,2025-11-22T21:45:00.000Z,4.0,3.0,0,0.0,10+,1007.2,0,SPECI,SPECI CYQI 222145Z 00000KT 10SM SCT022 OVC047 04/03 A2974 RMK SC3SC5 SLP073,43.831,-66.088,37,"Yarmouth Arpt, NS, CA",OVC,"[{'cover': 'SCT', 'base': 2200}, {'cover': 'OVC', 'base': 4700}]",VFR,,1007.3,,,,,,YQI,Yarmouth Airport,Canada,Yarmouth,https://www.worlddata.info/america/canada/airports.php
41,CYQM,2025-11-22 21:22:56.435000+00:00,1763846220,2025-11-22T21:17:00.000Z,2.0,-3.0,240,6.0,15,1006.5,0,SPECI,SPECI CYQM 222117Z 24006KT 15SM FEW025 FEW080 SCT210 02/M03 A2972 RMK SC1AC2CI2 SC TR SLP068,46.107,-64.682,67,"Moncton Intl, NB, CA",SCT,"[{'cover': 'FEW', 'base': 2500}, {'cover': 'FEW', 'base': 8000}, {'cover': 'SCT', 'base': 21000}]",VFR,,1006.8,,,,,,YQM,Greater Moncton Roméo LeBlanc International Airport,Canada,Moncton,https://www.worlddata.info/america/canada/airports.php
42,CYQX,2025-11-22 21:30:42.615000+00:00,1763846700,2025-11-22T21:25:00.000Z,7.0,7.0,260,10.0,15,1004.1,0,SPECI,SPECI CYQX 222125Z 26010G15KT 15SM -DZ BKN006 OVC016 07/07 A2965 RMK SF7SC1 SLP047,48.946,-54.576,144,"Gander Intl Arpt, NL, CA",OVC,"[{'cover': 'BKN', 'base': 600}, {'cover': 'OVC', 'base': 1600}]",IFR,-DZ,1004.7,,15.0,,,,YQX,Gander International Airport / CFB Gander,Canada,Gander,https://www.worlddata.info/america/canada/airports.php
43,CYQZ,2025-11-22 21:41:19.502000+00:00,1763847420,2025-11-22T21:37:00.000Z,5.0,4.0,0,0.0,9,1010.6,2,SPECI,SPECI CYQZ 222137Z AUTO 00000KT 9SM BKN013 BKN091 05/04 A2984 RMK SLP127,53.027,-122.506,548,"Quesnel Arpt, BC, CA",BKN,"[{'cover': 'BKN', 'base': 1300}, {'cover': 'BKN', 'base': 9100}]",MVFR,,1012.7,,,,,,YQZ,Quesnel Airport,Canada,Quesnel,https://www.worlddata.info/america/canada/airports.php
44,CYRL,2025-11-22 21:12:24.108000+00:00,1763845680,2025-11-22T21:08:00.000Z,0.0,0.0,290,7.0,2,1004.5,0,SPECI,SPECI CYRL 222108Z 29007G15KT 2SM BR OVC005 00/M00 A2966 RMK FG4ST4 SLP068,51.067,-93.799,370,"Red Lake Arpt, ON, CA",OVC,"[{'cover': 'OVC', 'base': 500}]",IFR,BR,1006.8,,15.0,,,,YRL,Red Lake Airport,Canada,Red Lake,https://www.worlddata.info/america/canada/airports.php
45,CYRT,2025-11-22 21:46:28.213000+00:00,1763847660,2025-11-22T21:41:00.000Z,-2.0,-3.0,150,14.0,15,1002.1,0,SPECI,SPECI CYRT 222141Z 15014KT 15SM -SHSN OVC015 M02/M03 A2959 RMK SC8 CVCTV CLD EMBD SLP025,62.811,-92.1,29,"Rankin Inlet Arpt, NU, CA",OVC,"[{'cover': 'OVC', 'base': 1500}]",MVFR,-SHSN,1002.5,,,,,,YRT,Rankin Inlet Airport,Canada,Rankin Inlet,https://www.worlddata.info/america/canada/airports.php
46,CYTE,2025-11-22 22:02:47.848000+00:00,1763848860,2025-11-22T22:01:00.000Z,-5.0,,0,0.0,9,1003.5,2,SPECI,SPECI CYTE 222201Z AUTO 00000KT 9SM -SN BKN150 M05/ A2963 RMK DP MISG SLP039,64.23,-76.528,49,"Cape Dorset Arpt, NU, CA",BKN,"[{'cover': 'BKN', 'base': 15000}]",VFR,-SN,1003.9,,,,,,YTE,Cape Dorset Airport,Canada,Kinngait,https://www.worlddata.info/america/canada/airports.php
47,CYUL,2025-11-22 21:12:24.214000+00:00,1763845680,2025-11-22T21:08:00.000Z,2.0,-4.0,280,7.0,15,1014.0,0,SPECI,SPECI CYUL 222108Z 28007KT 15SM FEW055 FEW250 02/M04 A2994 RMK SC1CI1 CI TR SLP141,45.468,-73.742,31,"Montreal/Trudeau Intl, QC, CA",FEW,"[{'cover': 'FEW', 'base': 5500}, {'cover': 'FEW', 'base': 25000}]",VFR,,1014.1,,,,,,YUL,Montreal / Pierre Elliott Trudeau International Airport,Canada,Montréal,https://www.worlddata.info/america/canada/airports.php
48,CYVL,2025-11-22 21:58:53.412000+00:00,1763848620,2025-11-22T21:57:00.000Z,-10.0,-11.0,210,8.0,2.5,996.0,2,SPECI,SPECI CYVL 222157Z AUTO 21008KT 2 1/2SM -SN BKN022 OVC081 M10/M11 A2941 RMK VIS VRB 1-3 SLP988,67.021,-126.129,261,"Colville Lake, NT, CA",OVC,"[{'cover': 'BKN', 'base': 2200}, {'cover': 'OVC', 'base': 8100}]",IFR,-SN,998.8,,,,,,YCK,Tommy Kochon Airport,Canada,Colville Lake,https://www.worlddata.info/america/canada/airports.php
49,CYVM,2025-11-22 21:53:29.164000+00:00,1763848020,2025-11-22T21:47:00.000Z,-3.0,-4.0,60,2.0,3,1008.5,0,SPECI,SPECI CYVM 222147Z 06002KT 3SM BR BKN070 OVC083 M03/M04 A2978 RMK FG3AC3AC2 SLP088,67.552,-64.026,3,"Broughton Isl/Qikiqtarjuaq Arpt, NU, CA",OVC,"[{'cover': 'BKN', 'base': 7000}, {'cover': 'OVC', 'base': 8300}]",MVFR,BR,1008.8,,,,,,YVM,Qikiqtarjuaq Airport,Canada,Qikiqtarjuaq,https://www.worlddata.info/america/canada/airports.php
