,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,presTend,precip,wgst,vertVis,maxT,minT,IATA,Airport name,Country,City,Information
0,BGBW,2025-11-14 17:06:15.193000+00:00,1763139000,2025-11-14T17:00:00.000Z,3.0,-2.0,40,3.0,6+,1027.0,0,METAR,METAR BGBW 141650Z 04003KT 9999 VCSH SCT170 BKN200 03/M02 Q1027 RMK 4CC 7CC,61.164,-45.42,49,"Narssarssuaq Arpt, KJ, GL",BKN,"[{'cover': 'SCT', 'base': 17000}, {'cover': 'BKN', 'base': 20000}]",VFR,VCSH,,,,,,,,UAK,Narsarsuaq Airport,Greenland,Narsarsuaq,https://www.worlddata.info/america/greenland/airports.php
1,BGGH,2025-11-14 17:27:07.018000+00:00,1763140800,2025-11-14T17:20:00.000Z,3.0,2.0,40,3.0,6+,1026.0,0,METAR,METAR BGGH 141720Z 04003KT 9999 1500NE -RA PRFG FEW004 SCT012 BKN028 03/02 Q1026 RERA,64.191,-51.677,76,"Godthab/Nuuk Arpt, SM, GL",BKN,"[{'cover': 'FEW', 'base': 400}, {'cover': 'SCT', 'base': 1200}, {'cover': 'BKN', 'base': 2800}]",MVFR,PRFG -RA,,,,,,,,GOH,Nuuk Airport,Greenland,Nuuk,https://www.worlddata.info/america/greenland/airports.php
2,BGJN,2025-11-14 16:53:14.935000+00:00,1763139000,2025-11-14T17:00:00.000Z,1.0,0.0,170,8.0,2.49,1025.0,0,METAR,METAR BGJN 141650Z 17008KT 4000 -SHSNRA BKN010 BKN018 01/M00 Q1025,69.24,-51.064,22,"Ilulissat Arpt, AV, GL",BKN,"[{'cover': 'BKN', 'base': 1000}, {'cover': 'BKN', 'base': 1800}]",IFR,-SHSN -SHRA,,,,,,,,JAV,Ilulissat Airport,Greenland,Ilulissat,https://www.worlddata.info/america/greenland/airports.php
3,BGKK,2025-11-14 17:22:12.606000+00:00,1763140800,2025-11-14T17:20:00.000Z,-2.0,-3.0,230,15.0,,1022.0,2,METAR,METAR BGKK 141720Z AUTO 23015KT 9999NDV BKN003/// M02/M03 Q1022,65.575,-37.133,37,"Kulusuk Arpt, SM, GL",BKN,"[{'cover': 'BKN', 'base': 300}]",,,,,,,,,,KUS,Kulusuk Airport,Greenland,Kulusuk,https://www.worlddata.info/america/greenland/airports.php
4,BGSF,2025-11-14 17:22:12.626000+00:00,1763140800,2025-11-14T17:20:00.000Z,3.0,-2.0,VRB,2.0,,1025.0,2,METAR,METAR BGSF 141720Z AUTO VRB02KT 9999NDV BKN070/// 03/M02 Q1025,67.013,-50.718,75,"Stroemfjord Arpt, QQ, GL",BKN,"[{'cover': 'BKN', 'base': 7000}]",,,,,,,,,,SFJ,Kangerlussuaq Airport,Greenland,Kangerlussuaq,https://www.worlddata.info/america/greenland/airports.php
5,BGTL,2025-11-14 17:38:07.389000+00:00,1763141760,2025-11-14T17:36:00.000Z,-1.0,-2.0,150,31.0,0.5,996.4,46,SPECI,SPECI BGTL 141736Z AUTO 15031KT 0800 R08/0900 -UP FZFG FEW002 M01/M02 A2942 RMK AO2 SNE1655UPB1655E28SNB28E36UPB36 SLP945 TSNO $,76.527,-68.758,79,"Thule, AV, GL",FEW,"[{'cover': 'FEW', 'base': 200}]",LIFR,FZFG UP,994.5,,,,,,,THU,Pituffik Space Base,Greenland,Pituffik,https://www.worlddata.info/america/greenland/airports.php
6,BIAR,2025-11-14 17:03:22.569000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-5.0,180,9.0,6+,1022.0,0,METAR,METAR BIAR 141700Z 18009KT CAVOK M02/M05 Q1022,65.655,-18.069,1,"Akureyri Arpt, NE, IS",CAVOK,[],VFR,,,,,,,,,AEY,Akureyri Airport,Iceland,Akureyri,https://www.worlddata.info/europe/iceland/airports.php
7,BIEG,2025-11-14 17:03:22.635000+00:00,1763139600,2025-11-14T17:00:00.000Z,-4.0,-8.0,140,4.0,6+,1023.0,0,METAR,METAR BIEG 141700Z 14004KT CAVOK M04/M08 Q1023,65.275,-14.409,20,"Egilsstaðir Arpt, E, IS",CAVOK,[],VFR,,,,,,,,,EGS,Egilsstaðir Airport,Iceland,Egilsstaðir,https://www.worlddata.info/europe/iceland/airports.php
8,BIGR,2025-11-14 17:01:41.071000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,0.0,210,11.0,6+,1021.0,0,METAR,METAR BIGR 141700Z 21011KT CAVOK 03/M00 Q1021,66.548,-18.02,35,"Grímsey Arpt, NE, IS",CAVOK,[],VFR,,,,,,,,,GRY,Grímsey Airport,Iceland,Grímsey,https://www.worlddata.info/europe/iceland/airports.php
9,BIIS,2025-11-14 16:59:10.302000+00:00,1763139600,2025-11-14T17:00:00.000Z,1.0,-3.0,240,5.0,6+,1021.0,0,METAR,METAR BIIS 141700Z 24005KT 190V260 CAVOK 01/M03 Q1021,66.056,-23.143,3,"Ísafjörður Arpt, VF, IS",CAVOK,[],VFR,,,,,,,,,IFJ,Ísafjörður Airport,Iceland,Ísafjörður,https://www.worlddata.info/europe/iceland/airports.php
10,BIKF,2025-11-14 17:33:09.944000+00:00,1763141400,2025-11-14T17:30:00.000Z,1.0,-1.0,160,9.0,6+,1025.0,0,METAR,METAR BIKF 141730Z 16009KT 9999 BKN020 01/M01 Q1025,63.987,-22.614,49,"Keflavik Intl, SP, IS",BKN,"[{'cover': 'BKN', 'base': 2000}]",MVFR,,,,,,,,,KEF,Keflavik International Airport,Iceland,Reykjavík,https://www.worlddata.info/europe/iceland/airports.php
11,BIRK,2025-11-14 17:03:22.818000+00:00,1763139600,2025-11-14T17:00:00.000Z,2.0,-2.0,110,2.0,6+,1026.0,0,METAR,METAR BIRK 141700Z 11002KT 9999 SCT020 BKN031 02/M02 Q1026,64.129,-21.941,12,"Reykjavik Arpt, HO, IS",BKN,"[{'cover': 'SCT', 'base': 2000}, {'cover': 'BKN', 'base': 3100}]",VFR,,,,,,,,,RKV,Reykjavik Airport,Iceland,Reykjavik,https://www.worlddata.info/europe/iceland/airports.php
12,BITN,2025-11-14 16:59:11.745000+00:00,1763139600,2025-11-14T17:00:00.000Z,-5.0,-7.0,170,7.0,6+,1022.0,0,METAR,METAR BITN 141700Z 17007KT CAVOK M05/M07 Q1022,66.218,-15.336,20,"Þórshöfn Arpt, NE, IS",CAVOK,[],VFR,,,,,,,,,THO,Þórshöfn Airport,Iceland,Þórshöfn,https://www.worlddata.info/europe/iceland/airports.php
13,BIVM,2025-11-14 16:52:38.806000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,0.0,20,3.0,6+,1025.0,0,METAR,METAR BIVM 141700Z 02003KT 9999 SCT018 03/M00 Q1025,63.424,-20.278,93,"Vestmannaeyjar Arpt, S, IS",SCT,"[{'cover': 'SCT', 'base': 1800}]",VFR,,,,,,,,,VEY,Vestmannaeyjar Airport,Iceland,Vestmannaeyjar,https://www.worlddata.info/europe/iceland/airports.php
14,BKPR,2025-11-14 17:20:47.234000+00:00,1763141400,2025-11-14T17:30:00.000Z,7.0,5.0,300,11.0,6+,1021.0,16,METAR,METAR BKPR 141730Z 30011KT CAVOK 07/05 Q1021 NOSIG,42.576,21.03,545,"Pristina Intl, PR, XK",CAVOK,[],VFR,,,,,,,,,PRN,Priština Adem Jashari International Airport,Kosovo,Prishtina,https://www.worlddata.info/europe/kosovo/airports.php
15,CBBC,2025-11-14 17:07:18.564000+00:00,1763139600,2025-11-14T17:00:00.000Z,2.0,2.0,,,9,1005.8,2,METAR,METAR CBBC 141700Z AUTO /////KT 9SM OVC120 02/02 A2970 RMK WIND MISG SLP062,52.181,-128.154,36,"Bella Bella Arpt, BC, CA",OVC,"[{'cover': 'OVC', 'base': 12000}]",VFR,,1006.2,,,,,,,ZEL,Bella Bella (Campbell Island) Airport,Canada,Bella Bella,https://www.worlddata.info/america/canada/airports.php
16,CYAH,2025-11-14 17:08:22.552000+00:00,1763139600,2025-11-14T17:00:00.000Z,-7.0,-11.0,80,7.0,9,1016.0,2,METAR,METAR CYAH 141700Z AUTO 08007KT 9SM SCT014 M07/M11 A3000 RMK SLP186,53.757,-73.676,298,"La Grande IV Arpt, QC, CA",SCT,"[{'cover': 'SCT', 'base': 1400}]",VFR,,1018.6,,,,,,,YAH,La Grande-4 Airport,Canada,La Grande-4,https://www.worlddata.info/america/canada/airports.php
17,CYAM,2025-11-14 17:08:22.572000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,0.0,130,8.0,20,1016.7,0,METAR,METAR CYAM 141700Z 13008KT 20SM SCT120 SCT210 BKN240 06/M00 A3002 RMK AC3CC1CI4 SLP176,46.484,-84.504,186,"Sault Ste Marie Arpt, ON, CA",BKN,"[{'cover': 'SCT', 'base': 12000}, {'cover': 'SCT', 'base': 21000}, {'cover': 'BKN', 'base': 24000}]",VFR,,1017.6,,,,,,,YAM,Sault Ste Marie Airport,Canada,Sault Ste Marie,https://www.worlddata.info/america/canada/airports.php
18,CYAS,2025-11-14 17:08:22.585000+00:00,1763139600,2025-11-14T17:00:00.000Z,-6.0,-7.0,290,4.0,13,1020.4,0,METAR,METAR CYAS 141700Z 29004KT 230V310 13SM FEW006 BKN017 M06/M07 A3013 RMK ST1SC6 SLP217,60.026,-70.004,99,"Kangirsuk Arpt, QC, CA",BKN,"[{'cover': 'FEW', 'base': 600}, {'cover': 'BKN', 'base': 1700}]",MVFR,,1021.7,,,,,,,YKG,Kangirsuk Airport,Canada,Kangirsuk,https://www.worlddata.info/america/canada/airports.php
19,CYAT,2025-11-14 17:19:51.534000+00:00,1763140740,2025-11-14T17:19:00.000Z,-3.0,-4.0,220,4.0,9,1017.0,2,SPECI,SPECI CYAT 141719Z AUTO 22004KT 150V240 9SM BKN010 M03/M04 A3003 RMK SLP173,52.927,-82.432,4,"Attawapisket Arpt, ON, CA",BKN,"[{'cover': 'BKN', 'base': 1000}]",MVFR,,1017.3,,,,,,,YAT,Attawapiskat Airport,Canada,Attawapiskat,https://www.worlddata.info/america/canada/airports.php
20,CYAY,2025-11-14 17:45:20.905000+00:00,1763142000,2025-11-14T17:40:00.000Z,4.0,4.0,20,14.0,2.25,997.4,2,SPECI,SPECI CYAY 141740Z AUTO 02014G20KT 2 1/4SM -RA BR FEW004 OVC010 04/04 A2945 RMK SLP976,51.39,-56.081,23,"St Anthony Arpt, NL, CA",OVC,"[{'cover': 'FEW', 'base': 400}, {'cover': 'OVC', 'base': 1000}]",IFR,-RA BR,997.6,,,20.0,,,,YAY,St. Anthony Airport,Canada,St. Anthony,https://www.worlddata.info/america/canada/airports.php
21,CYAZ,2025-11-14 17:50:43.603000+00:00,1763142300,2025-11-14T17:45:00.000Z,7.0,7.0,40,5.0,15,1008.5,0,SPECI,SPECI CYAZ 141745Z 04005KT 020V100 15SM -RA OVC033 07/07 A2978 RMK SC8 SLP088,49.08,-125.767,26,"Tofino Arpt, BC, CA",OVC,"[{'cover': 'OVC', 'base': 3300}]",VFR,-RA,1008.8,,,,,,,YAZ,Tofino / Long Beach Airport,Canada,Tofino,https://www.worlddata.info/america/canada/airports.php
22,CYBB,2025-11-14 17:08:22.617000+00:00,1763139600,2025-11-14T17:00:00.000Z,-15.0,-18.0,200,11.0,15,1011.6,0,METAR,METAR CYBB 141700Z 20011G17KT 15SM BKN020 M15/M18 A2987 RMK SC5 SLP118,68.536,-89.792,13,"Pelly Bay/Kugaaruk Arpt, NU, CA",BKN,"[{'cover': 'BKN', 'base': 2000}]",MVFR,,1011.8,,,17.0,,,,YBB,Kugaaruk Airport,Canada,Kugaaruk,https://www.worlddata.info/america/canada/airports.php
23,CYBC,2025-11-14 17:08:22.636000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-9.0,360,9.0,9,1011.6,2,METAR,METAR CYBC 141700Z AUTO 36009KT 9SM OVC035 M02/M09 A2987 RMK SLP118,49.135,-68.202,20,"Baie Comeau Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 3500}]",VFR,,1011.8,,,,,,,YBC,Baie-Comeau Airport,Canada,Baie-Comeau,https://www.worlddata.info/america/canada/airports.php
24,CYBD,2025-11-14 17:08:22.650000+00:00,1763139600,2025-11-14T17:00:00.000Z,0.0,0.0,VRB,2.0,15,1008.9,0,METAR,METAR CYBD 141700Z VRB02KT 15SM MIFG FEW010 FEW025 SCT200 BKN210 M00/M00 A2979 RMK SF1SC1CC3CC3 SF TR SC TR MIFG E + W SLP092,52.388,-126.589,40,"Bella Coola Arpt, BC, CA",BKN,"[{'cover': 'FEW', 'base': 1000}, {'cover': 'FEW', 'base': 2500}, {'cover': 'SCT', 'base': 20000}, {'cover': 'BKN', 'base': 21000}]",VFR,MIFG,1009.2,,,,,,,QBC,Bella Coola Airport,Canada,Bella Coola,https://www.worlddata.info/america/canada/airports.php
25,CYBG,2025-11-14 17:11:29.395000+00:00,1763139600,2025-11-14T17:00:00.000Z,-3.0,-6.0,280,9.0,25,1013.3,0,METAR,METAR CYBG 141700Z 28009KT 25SM SCT020 OVC030 M03/M06 A2992 RMK SC3SC5 DENSITY ALT -1611FT SLP140,48.331,-70.989,151,"Bagotville, QC, CA",OVC,"[{'cover': 'SCT', 'base': 2000}, {'cover': 'OVC', 'base': 3000}]",MVFR,,1014.0,,,,,,,YBG,CFB Bagotville / Saguenay-Bagotville Airport,Canada,La Baie,https://www.worlddata.info/america/canada/airports.php
26,CYBK,2025-11-14 17:24:09.846000+00:00,1763139600,2025-11-14T17:00:00.000Z,-12.0,-14.0,140,13.0,25,1008.5,0,METAR,METAR CYBK 141700Z CCA 14013KT 25SM -SN BKN009 BKN072 M12/M14 A2978 RMK SC5AC2 SLP090,64.306,-96.078,14,"Baker Lake Arpt, NU, CA",BKN,"[{'cover': 'BKN', 'base': 900}, {'cover': 'BKN', 'base': 7200}]",IFR,-SN,1009.0,,,,,,,YBK,Baker Lake Airport,Canada,Baker Lake,https://www.worlddata.info/america/canada/airports.php
27,CYBL,2025-11-14 17:37:28.052000+00:00,1763141460,2025-11-14T17:31:00.000Z,4.0,4.0,330,3.0,15,1008.9,0,SPECI,SPECI CYBL 141731Z 33003KT 15SM FEW006 FEW015 BKN028 OVC070 04/04 A2979 RMK SF1SC1SC6AC2 SF TR SC TR SLP094,49.951,-125.269,94,"Campbell River Arpt, BC, CA",OVC,"[{'cover': 'FEW', 'base': 600}, {'cover': 'FEW', 'base': 1500}, {'cover': 'BKN', 'base': 2800}, {'cover': 'OVC', 'base': 7000}]",MVFR,,1009.4,,,,,,,YBL,Campbell River Airport,Canada,Campbell River,https://www.worlddata.info/america/canada/airports.php
28,CYBQ,2025-11-14 17:07:17.485000+00:00,1763139600,2025-11-14T17:00:00.000Z,-6.0,-6.0,120,12.0,1.25,987.2,2,METAR,METAR CYBQ 141700Z AUTO 12012G25KT 1 1/4SM -SN OVC012 M06/M06 A2915 RMK ICE INTMT SLP894,58.707,-98.511,272,"Tadoule Lake Arpt, MB, CA",OVC,"[{'cover': 'OVC', 'base': 1200}]",IFR,-SN,989.4,,,25.0,,,,XTL,Tadoule Lake Airport,Canada,Tadoule Lake,https://www.worlddata.info/america/canada/airports.php
29,CYBR,2025-11-14 17:08:22.707000+00:00,1763139600,2025-11-14T17:00:00.000Z,9.0,3.0,250,10.0,15,997.4,0,METAR,METAR CYBR 141700Z 25010KT 15SM BKN200 OVC220 09/03 A2945 RMK CC5CI3 SLP991 DENSITY ALT 1600FT,49.91,-99.945,405,"Brandon Arpt, MB, CA",OVC,"[{'cover': 'BKN', 'base': 20000}, {'cover': 'OVC', 'base': 22000}]",VFR,,999.1,,,,,,,YBR,Brandon Municipal Airport,Canada,Brandon,https://www.worlddata.info/america/canada/airports.php
30,CYBX,2025-11-14 17:08:22.770000+00:00,1763139600,2025-11-14T17:00:00.000Z,5.0,1.0,40,26.0,15,997.4,0,METAR,METAR CYBX 141700Z 04026G32KT 15SM FEW028 BKN040 BKN068 05/01 A2945 RMK SC3SC3AC1 SLP977,51.442,-57.188,32,"Blanc Sablon Arpt, QC, CA",BKN,"[{'cover': 'FEW', 'base': 2800}, {'cover': 'BKN', 'base': 4000}, {'cover': 'BKN', 'base': 6800}]",VFR,,997.7,,,32.0,,,,YBX,Lourdes-de-Blanc-Sablon Airport,Canada,Blanc-Sablon,https://www.worlddata.info/america/canada/airports.php
31,CYCA,2025-11-14 17:39:38.241000+00:00,1763141940,2025-11-14T17:39:00.000Z,3.0,3.0,360,17.0,6,1003.5,2,SPECI,SPECI CYCA 141739Z AUTO 36017G27KT 6SM -UP BR BKN006 OVC013 03/03 A2963 RMK PCPN 1.2MM PAST HR SLP035,53.683,-57.042,12,"Cartwright Arpt, NL, CA",OVC,"[{'cover': 'BKN', 'base': 600}, {'cover': 'OVC', 'base': 1300}]",IFR,BR UP,1003.5,,,27.0,,,,YRF,Cartwright Airport,Canada,Cartwright,https://www.worlddata.info/america/canada/airports.php
32,CYCB,2025-11-14 17:08:22.788000+00:00,1763139600,2025-11-14T17:00:00.000Z,-16.0,-18.0,160,7.0,12,1002.5,0,METAR,METAR CYCB 141700Z 16007KT 12SM IC VCFG FEW009 SCT025 SCT130 BKN180 M16/M18 A2960 RMK SF2SC1AC1AC1 FG OVR WTR SW-W SLP031,69.106,-105.116,19,"Cambridge Bay Arpt, NU, CA",BKN,"[{'cover': 'FEW', 'base': 900}, {'cover': 'SCT', 'base': 2500}, {'cover': 'SCT', 'base': 13000}, {'cover': 'BKN', 'base': 18000}]",VFR,IC VCFG,1003.1,,,,,,,YCB,Cambridge Bay Airport,Canada,Cambridge Bay,https://www.worlddata.info/america/canada/airports.php
33,CYCD,2025-11-14 17:08:22.801000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,6.0,0,0.0,20,1008.9,0,METAR,METAR CYCD 141700Z 00000KT 20SM SCT018 OVC073 06/06 A2979 RMK SC3AC5 SLP092,49.052,-123.874,30,"Nanaimo Arpt, BC, CA",OVC,"[{'cover': 'SCT', 'base': 1800}, {'cover': 'OVC', 'base': 7300}]",VFR,,1009.2,,,,,,,YCD,Nanaimo Airport,Canada,Nanaimo,https://www.worlddata.info/america/canada/airports.php
34,CYCG,2025-11-14 17:08:22.814000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,5.0,0,0.0,5,1007.9,0,METAR,METAR CYCG 141700Z 00000KT 5SM -RA BR FEW004 FEW015 BKN027 OVC037 06/05 A2976 RMK SF1SF2SC3SC3 SF TR SLP089,49.295,-117.634,487,"Castlegar Rgnl, BC, CA",OVC,"[{'cover': 'FEW', 'base': 400}, {'cover': 'FEW', 'base': 1500}, {'cover': 'BKN', 'base': 2700}, {'cover': 'OVC', 'base': 3700}]",MVFR,-RA BR,1008.9,,,,,,,YCG,Castlegar/West Kootenay Regional Airport,Canada,Castlegar,https://www.worlddata.info/america/canada/airports.php
35,CYCK,2025-11-14 17:07:23.193000+00:00,1763139600,2025-11-14T17:00:00.000Z,10.0,2.0,220,12.0,9,1017.7,2,METAR,METAR CYCK 141700Z AUTO 22012KT 9SM SCT110 10/02 A3005 RMK SLP183,42.307,-82.085,196,"Chatham/Kent Arpt, ON, CA",SCT,"[{'cover': 'SCT', 'base': 11000}]",VFR,,1018.3,,,,,,,XCM,Chatham Kent Airport,Canada,Chatham-Kent,https://www.worlddata.info/america/canada/airports.php
36,CYCO,2025-11-14 17:08:22.831000+00:00,1763139600,2025-11-14T17:00:00.000Z,-21.0,-23.0,230,13.0,15,1002.8,0,METAR,METAR CYCO 141700Z 23013KT 15SM -SN FEW013 M21/M23 A2961 RMK SC2 SLP032,67.817,-115.135,20,"Coppermine/Kugluktuk Arpt, NU, CA",FEW,"[{'cover': 'FEW', 'base': 1300}]",VFR,-SN,1003.2,,,,,,,YCO,Kugluktuk Airport,Canada,Kugluktuk,https://www.worlddata.info/america/canada/airports.php
37,CYCQ,2025-11-14 17:08:22.856000+00:00,1763139600,2025-11-14T17:00:00.000Z,-10.0,-11.0,0,0.0,35,1005.5,0,METAR,METAR CYCQ 141700Z 00000KT 35SM FEW120 SCT220 M10/M11 A2969 RMK AC1CI2 SLP095,55.689,-121.62,614,"Chetwynd Arpt, BC, CA",SCT,"[{'cover': 'FEW', 'base': 12000}, {'cover': 'SCT', 'base': 22000}]",VFR,,1009.5,,,,,,,YCQ,Chetwynd Airport,Canada,Chetwynd,https://www.worlddata.info/america/canada/airports.php
38,CYCS,2025-11-14 17:08:22.869000+00:00,1763139600,2025-11-14T17:00:00.000Z,-7.0,-11.0,120,12.0,15,1011.6,0,METAR,METAR CYCS 141700Z 12012KT 15SM OVC020 M07/M11 A2987 RMK SC8 SLP118,63.345,-90.727,7,"Chesterfield Inlet Arpt, NU, CA",OVC,"[{'cover': 'OVC', 'base': 2000}]",MVFR,,1011.8,,,,,,,YCS,Chesterfield Inlet Airport,Canada,Chesterfield Inlet,https://www.worlddata.info/america/canada/airports.php
39,CYCY,2025-11-14 17:08:22.904000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-6.0,210,18.0,10+,1004.5,0,METAR,METAR CYCY 141700Z 21018G26KT 10SM DRSN FEW023 BKN100 BKN240 M02/M06 A2966 RMK SC2AC3CI2 PRESRR SLP047,70.484,-68.515,73,"Cylde River Arpt, NU, CA",BKN,"[{'cover': 'FEW', 'base': 2300}, {'cover': 'BKN', 'base': 10000}, {'cover': 'BKN', 'base': 24000}]",VFR,DRSN,1004.7,,,26.0,,,,YCY,Clyde River Airport,Canada,Clyde River,https://www.worlddata.info/america/canada/airports.php
40,CYDA,2025-11-14 17:08:22.917000+00:00,1763139600,2025-11-14T17:00:00.000Z,-17.0,-19.0,0,0.0,15,1005.2,0,METAR,METAR CYDA 141700Z 00000KT 15SM FEW033 FEW050 BKN120 M17/M19 A2968 RMK SC1SC1AC4 SLP091,64.044,-139.127,338,"Dawson Arpt, YT, CA",BKN,"[{'cover': 'FEW', 'base': 3300}, {'cover': 'FEW', 'base': 5000}, {'cover': 'BKN', 'base': 12000}]",VFR,,1009.1,,,,,,,YDA,Dawson City Airport,Canada,Dawson City,https://www.worlddata.info/america/canada/airports.php
41,CYDB,2025-11-14 17:08:22.936000+00:00,1763139600,2025-11-14T17:00:00.000Z,-12.0,-14.0,310,7.0,14,998.4,0,METAR,METAR CYDB 141700Z 31007KT 14SM -SN OVC011 M12/M14 A2948 RMK NS8 SLP046,61.37,-139.032,807,"Burwash Arpt, YT, CA",OVC,"[{'cover': 'OVC', 'base': 1100}]",MVFR,-SN,1004.6,,,,,,,YDB,Burwash Airport,Canada,Burwash Landing,https://www.worlddata.info/america/canada/airports.php
42,CYDF,2025-11-14 17:08:22.970000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,3.0,180,9.0,15,994.0,0,METAR,METAR CYDF 141700Z 18009KT 15SM BKN017 BKN049 06/03 A2935 RMK SC6SC1 SLP942,49.212,-57.394,15,"Deer Lake Arpt, NL, CA",BKN,"[{'cover': 'BKN', 'base': 1700}, {'cover': 'BKN', 'base': 4900}]",MVFR,,994.2,,,,,,,YDF,Deer Lake Airport,Canada,Deer Lake,https://www.worlddata.info/america/canada/airports.php
43,CYDL,2025-11-14 17:41:59.370000+00:00,1763142060,2025-11-14T17:41:00.000Z,-6.0,-8.0,VRB,2.0,1,999.1,2,SPECI,SPECI CYDL 141741Z AUTO VRB02KT 1SM -SN OVC024 M06/M08 A2950 RMK VIS VRB 5/8-1 1/2 SLP026,58.426,-130.025,804,"Dease Lake Arpt, BC, CA",OVC,"[{'cover': 'OVC', 'base': 2400}]",IFR,-SN,1002.6,,,,,,,YDL,Dease Lake Airport,Canada,Dease Lake,https://www.worlddata.info/america/canada/airports.php
44,CYDN,2025-11-14 17:08:22.988000+00:00,1763139600,2025-11-14T17:00:00.000Z,12.0,4.0,280,20.0,9,995.0,2,METAR,METAR CYDN 141700Z AUTO 28020G28KT 9SM CLR 12/04 A2938 RMK SLP961 DENSITY ALT 1500FT,51.1,-100.057,302,"Dauphin Arpt, MB, CA",CLR,[],VFR,,996.1,,,28.0,,,,YDN,Dauphin Barker Airport,Canada,Dauphin,https://www.worlddata.info/america/canada/airports.php
45,CYDP,2025-11-14 17:08:23.003000+00:00,1763139600,2025-11-14T17:00:00.000Z,0.0,-4.0,70,13.0,15,1019.7,0,METAR,METAR CYDP 141700Z 07013KT 15SM BKN023 OVC033 M00/M04 A3011 RMK SC7SC1 SLP197,56.549,-61.684,14,"Nain Arpt, NL, CA",OVC,"[{'cover': 'BKN', 'base': 2300}, {'cover': 'OVC', 'base': 3300}]",MVFR,,1019.7,,,,,,,YDP,Nain Airport,Canada,Nain,https://www.worlddata.info/america/canada/airports.php
46,CYDQ,2025-11-14 17:08:17.085000+00:00,1763139600,2025-11-14T17:00:00.000Z,-8.0,-10.0,0,0.0,9,1004.8,2,METAR,METAR CYDQ 141700Z AUTO 00000KT 9SM CLR M08/M10 A2967 RMK SLP089,55.741,-120.188,658,"Dawson Creek Arpt, BC, CA",CLR,[],VFR,,1008.9,,,,,,,YDQ,Dawson Creek Airport,Canada,Dawson Creek,https://www.worlddata.info/america/canada/airports.php
47,CYEG,2025-11-14 17:08:17.106000+00:00,1763139600,2025-11-14T17:00:00.000Z,-4.0,-6.0,260,8.0,20,1004.1,0,METAR,METAR CYEG 141700Z 26008KT 20SM FEW150 M04/M06 A2965 RMK AC1 AC TR SLP075,53.308,-113.592,710,"Edmonton Intl Arpt, AB, CA",FEW,"[{'cover': 'FEW', 'base': 15000}]",VFR,,1007.5,,,,,,,YEG,Edmonton International Airport,Canada,Edmonton,https://www.worlddata.info/america/canada/airports.php
48,CYEK,2025-11-14 17:08:23.032000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-4.0,130,23.0,15,1002.8,0,METAR,METAR CYEK 141700Z 13023G31KT 15SM BKN015 OVC021 M02/M04 A2961 RMK SC5SC3 PRESFR SLP029,61.098,-94.072,7,"Arviat/Eskimo Pt Arpt, NU, CA",OVC,"[{'cover': 'BKN', 'base': 1500}, {'cover': 'OVC', 'base': 2100}]",MVFR,,1002.9,,,31.0,,,,YEK,Arviat Airport,Canada,Arviat,https://www.worlddata.info/america/canada/airports.php
49,CYEN,2025-11-14 17:47:11.236000+00:00,1763142240,2025-11-14T17:44:00.000Z,11.0,5.0,310,14.0,9,1000.4,2,SPECI,SPECI CYEN 141744Z AUTO 31014KT 9SM -RA OVC110 11/05 A2954 RMK SLP016 DENSITY ALT 2300FT,49.207,-102.963,580,"Estevan Arpt, SK, CA",OVC,"[{'cover': 'OVC', 'base': 11000}]",VFR,-RA,1001.6,,,,,,,YEN,Estevan Airport,Canada,Estevan,https://www.worlddata.info/america/canada/airports.php
50,CYER,2025-11-14 17:07:23.228000+00:00,1763139600,2025-11-14T17:00:00.000Z,-7.0,-7.0,150,8.0,9,1010.9,2,METAR,METAR CYER 141700Z AUTO 15008KT 9SM FEW190 M07/M07 A2985 RMK SLP112,56.019,-87.675,11,"Ft Severn Arpt, ON, CA",FEW,"[{'cover': 'FEW', 'base': 19000}]",VFR,,1011.2,,,,,,,YER,Fort Severn Airport,Canada,Fort Severn,https://www.worlddata.info/america/canada/airports.php
51,CYET,2025-11-14 17:08:23.083000+00:00,1763139600,2025-11-14T17:00:00.000Z,-4.0,-7.0,210,4.0,9,1004.8,2,METAR,METAR CYET 141700Z AUTO 21004KT 9SM CLR M04/M07 A2967 RMK SLP088,53.58,-116.455,925,"Edson Arpt, AB, CA",CLR,[],VFR,,1008.8,,,,,,,YET,Edson Airport,Canada,Edson,https://www.worlddata.info/america/canada/airports.php
