,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,presTend,precip,wgst,vertVis,maxT,minT,IATA,Airport name,Country,City,Information
1780,KRQO,2025-11-14 17:40:38.225000+00:00,1763141700,2025-11-14T17:35:00.000Z,21.0,12.0,180,9.0,10+,1014.6,6,METAR,METAR KRQO 141735Z AUTO 18009KT 10SM CLR 21/12 A2996 RMK AO2,35.4709,-98.0061,431,"El Reno Rgnl, OK, US",CLR,[],VFR,,,,,,,,,RQO,El Reno Regional Airport,United States of America,El Reno,https://www.worlddata.info/america/usa/airports.php
1781,KRRL,2025-11-14 17:40:31.425000+00:00,1763141700,2025-11-14T17:35:00.000Z,12.2,-2.1,140,5.0,10+,1011.6,38,METAR,METAR KRRL 141735Z AUTO 14005KT 10SM CLR 12/M02 A2987 RMK AO2 T01221021 TSNO,45.1985,-89.71,397,"Merrill Muni, WI, US",CLR,[],VFR,,,,,,,,,RRL,Merrill Municipal Airport,United States of America,Merrill,https://www.worlddata.info/america/usa/airports.php
1782,KRRT,2025-11-14 17:38:14.556000+00:00,1763141700,2025-11-14T17:35:00.000Z,13.0,4.0,180,8.0,10+,999.4,6,METAR,METAR KRRT 141735Z AUTO 18008KT 10SM CLR 13/04 A2951 RMK AO2,48.9318,-95.3405,327,"Warroad Intl, MN, US",CLR,[],VFR,,,,,,,,,RRT,Warroad International Memorial Airport,United States of America,Warroad,https://www.worlddata.info/america/usa/airports.php
1783,KRSL,2025-11-14 16:56:31.895000+00:00,1763139180,2025-11-14T17:00:00.000Z,17.2,3.9,200,3.0,10+,1013.3,14,METAR,METAR KRSL 141653Z AUTO 20003KT 10SM CLR 17/04 A2992 RMK AO2 SLP130 T01720039 $,38.8725,-98.8093,569,"Russell Muni, KS, US",CLR,[],VFR,,1013.0,,,,,,,RSL,Russell Municipal Airport,United States of America,Russell,https://www.worlddata.info/america/usa/airports.php
1784,KRSN,2025-11-14 17:38:13.388000+00:00,1763141700,2025-11-14T17:35:00.000Z,24.2,16.3,230,8.0,10+,1021.4,14,METAR,METAR KRSN 141735Z AUTO 23008KT 200V270 10SM CLR 24/16 A3016 RMK AO2 T02420163 $,32.5159,-92.5899,86,"Ruston Rgnl, LA, US",CLR,[],VFR,,,,,,,,,RSN,Ruston Regional Airport,United States of America,Ruston,https://www.worlddata.info/america/usa/airports.php
1785,KRST,2025-11-14 16:58:26.317000+00:00,1763139240,2025-11-14T17:00:00.000Z,15.0,7.2,170,10.0,9,1010.2,4,METAR,METAR KRST 141654Z 17010KT 9SM CLR 15/07 A2983 RMK AO2 SLP106 T01500072,43.904,-92.4921,398,"Rochester Intl, MN, US",CLR,[],VFR,,1010.6,,,,,,,RST,Rochester International Airport,United States of America,Rochester,https://www.worlddata.info/america/usa/airports.php
1786,KRSW,2025-11-14 16:56:42.103000+00:00,1763139180,2025-11-14T17:00:00.000Z,25.0,12.8,40,6.0,10+,1021.1,4,METAR,METAR KRSW 141653Z 04006KT 10SM CLR 25/13 A3015 RMK AO2 SLP207 T02500128,26.538,-81.7567,8,"Ft Myers/SW Florida Intl, FL, US",CLR,[],VFR,,1020.7,,,,,,,RSW,Southwest Florida International Airport,United States of America,Fort Myers,https://www.worlddata.info/america/usa/airports.php
1787,KRTN,2025-11-14 16:58:33.708000+00:00,1763139180,2025-11-14T17:00:00.000Z,16.1,-7.8,VRB,3.0,10+,1021.4,6,METAR,METAR KRTN 141653Z AUTO VRB03KT 10SM CLR 16/M08 A3016 RMK AO2 SLP171 T01611078,36.7418,-104.5076,1939,"Raton/Crews Fld, NM, US",CLR,[],VFR,,1017.1,,,,,,,RTN,Raton Municipal Airport / Crews Field,United States of America,Raton,https://www.worlddata.info/america/usa/airports.php
1788,KRUQ,2025-11-14 17:40:41.570000+00:00,1763141700,2025-11-14T17:35:00.000Z,18.4,-6.4,270,4.0,10+,1022.8,6,METAR,METAR KRUQ 141735Z AUTO 27004KT 10SM CLR 18/M06 A3020 RMK AO2 T01841064,35.6442,-80.5236,231,"Salisbury/Rowan Cnty, NC, US",CLR,[],VFR,,,,,,,,,SRW,Mid-Carolina Regional Airport,United States of America,Salisbury,https://www.worlddata.info/america/usa/airports.php
1789,KRUT,2025-11-14 17:00:19.880000+00:00,1763139360,2025-11-14T17:00:00.000Z,3.3,-1.1,30,4.0,10+,1014.3,14,METAR,METAR KRUT 141656Z AUTO 03004KT 10SM FEW030 OVC039 03/M01 A2995 RMK AO2 SLP145 T00331011 $,43.53,-72.9517,238,"Rutland/S Vermont Rgnl, VT, US",OVC,"[{'cover': 'FEW', 'base': 3000}, {'cover': 'OVC', 'base': 3900}]",VFR,,1014.5,,,,,,,RUT,Rutland - Southern Vermont Regional Airport,United States of America,Rutland,https://www.worlddata.info/america/usa/airports.php
1790,KRVL,2025-11-14 17:38:16.773000+00:00,1763141700,2025-11-14T17:35:00.000Z,10.0,-1.0,200,8.0,10+,1018.4,6,METAR,METAR KRVL 141735Z AUTO 20008G16KT 10SM CLR 10/M01 A3007 RMK AO2,40.6768,-77.6251,250,"Reedsville/Mifflin Cnty, PA, US",CLR,[],VFR,,,,,16.0,,,,RED,Mifflin County Airport,United States of America,Reedsville,https://www.worlddata.info/america/usa/airports.php
1791,KRVS,2025-11-14 16:56:42.121000+00:00,1763139180,2025-11-14T17:00:00.000Z,22.2,15.6,190,12.0,10+,1015.7,4,METAR,METAR KRVS 141653Z 19012G20KT 10SM SCT025 22/16 A2999 RMK AO2 SLP161 T02220156,36.0424,-95.9901,191,"Tulsa/Jones Arpt, OK, US",SCT,"[{'cover': 'SCT', 'base': 2500}]",VFR,,1016.1,,,20.0,,,,RVS,Tulsa Riverside Airport,United States of America,Tulsa,https://www.worlddata.info/america/usa/airports.php
1792,KRWF,2025-11-14 16:58:27.133000+00:00,1763139180,2025-11-14T17:00:00.000Z,15.6,6.1,150,11.0,10+,1005.8,6,METAR,METAR KRWF 141653Z AUTO 15011KT 10SM CLR 16/06 A2970 RMK AO2 SLP062 T01560061,44.5483,-95.0804,312,"Redwood Falls Muni, MN, US",CLR,[],VFR,,1006.2,,,,,,,RWF,Redwood Falls Municipal Airport,United States of America,Redwood Falls,https://www.worlddata.info/america/usa/airports.php
1793,KRWI,2025-11-14 16:56:34.741000+00:00,1763139180,2025-11-14T17:00:00.000Z,16.1,-5.0,270,4.0,10+,1023.1,6,METAR,METAR KRWI 141653Z AUTO 27004KT 10SM CLR 16/M05 A3021 RMK AO2 SLP231 T01611050,35.8502,-77.8951,46,"Rocky Mount/Wilson Rgnl, NC, US",CLR,[],VFR,,1023.1,,,,,,,RWI,Rocky Mount Wilson Regional Airport,United States of America,Rocky Mount,https://www.worlddata.info/america/usa/airports.php
1794,KRWL,2025-11-14 16:58:33.511000+00:00,1763139180,2025-11-14T17:00:00.000Z,13.9,-5.6,,,10+,1017.7,6,METAR,METAR KRWL 141653Z AUTO 10SM CLR 14/M06 A3005 RMK AO2 SLP117 T01391056,41.8065,-107.1952,2066,"Rawlins Muni, WY, US",CLR,[],VFR,,1011.7,,,,,,,RWL,Rawlins Municipal Airport/Harvey Field,United States of America,Rawlins,https://www.worlddata.info/america/usa/airports.php
1795,KRXE,2025-11-14 16:58:06.113000+00:00,1763139180,2025-11-14T17:00:00.000Z,11.7,0.6,210,6.0,10+,1013.3,6,METAR,METAR KRXE 141653Z AUTO 21006KT 10SM BKN100 12/01 A2992 RMK AO2 SLP115 T01170006,43.8321,-111.8075,1483,"Rexburg/Madison Cnty, ID, US",BKN,"[{'cover': 'BKN', 'base': 10000}]",VFR,,1011.5,,,,,,,RXE,Rexburg Madison County Airport,United States of America,Rexburg,https://www.worlddata.info/america/usa/airports.php
1796,KRZL,2025-11-14 17:40:38.282000+00:00,1763141700,2025-11-14T17:35:00.000Z,17.0,9.0,230,6.0,10+,1016.3,6,METAR,METAR KRZL 141735Z AUTO 23006KT 10SM CLR 17/09 A3001 RMK AO2,40.9488,-87.1851,210,"Rensselaer/Jasper Cnty, IN, US",CLR,[],VFR,,,,,,,,,RNZ,Jasper County Airport,United States of America,Rensselaer,https://www.worlddata.info/america/usa/airports.php
1797,KSAA,2025-11-14 17:42:10.738000+00:00,1763141700,2025-11-14T17:35:00.000Z,16.0,-5.0,210,21.0,10+,1019.7,6,METAR,METAR KSAA 141735Z AUTO 21021G26KT 10SM CLR 16/M05 A3011 RMK AO2,41.447,-106.815,2093,"Saratoga/Shively Fld, WY, US",CLR,[],VFR,,,,,26.0,,,,SAA,Shively Field,United States of America,Saratoga,https://www.worlddata.info/america/usa/airports.php
1798,KSAC,2025-11-14 17:06:15.516000+00:00,1763139780,2025-11-14T17:03:00.000Z,14.4,12.8,310,5.0,10+,1015.0,4,SPECI,SPECI KSAC 141703Z 31005KT 10SM -RA BKN005 14/13 A2997 RMK AO2 RAB1655 P0000 T01440128,38.5066,-121.496,5,"Sacramento Exec, CA, US",BKN,"[{'cover': 'BKN', 'base': 500}]",IFR,-RA,,,0.005,,,,,SAC,Sacramento Executive Airport,United States of America,Sacramento,https://www.worlddata.info/america/usa/airports.php
1799,KSAD,2025-11-14 16:56:40.566000+00:00,1763139060,2025-11-14T17:00:00.000Z,19.4,-0.6,150,9.0,10+,1019.7,6,METAR,METAR KSAD 141651Z AUTO 15009KT 10SM CLR 19/M01 A3011 RMK AO2 SLP166 T01941006,32.8565,-109.636,937,"Safford Rgnl, AZ, US",CLR,[],VFR,,1016.6,,,,,,,SAD,Safford Regional Airport,United States of America,Safford,https://www.worlddata.info/america/usa/airports.php
1800,KSAF,2025-11-14 16:58:33.724000+00:00,1763139180,2025-11-14T17:00:00.000Z,11.7,-6.1,340,13.0,10+,1025.1,4,METAR,METAR KSAF 141653Z 34013KT 10SM CLR 12/M06 A3027 RMK AO2 SLP213 T01171061,35.611,-106.0957,1918,"Santa Fe Cnty Muni, NM, US",CLR,[],VFR,,1021.3,,,,,,,SAF,Santa Fe Municipal Airport,United States of America,Santa Fe,https://www.worlddata.info/america/usa/airports.php
1801,KSAN,2025-11-14 17:28:04.999000+00:00,1763139060,2025-11-14T17:00:00.000Z,19.4,12.8,120,5.0,10+,1017.0,4,METAR,METAR KSAN 141651Z 12005KT 10SM BKN070 BKN120 19/13 A3003 RMK AO2 SLP167 T01940128,32.7364,-117.1973,3,"San Diego Intl Arpt, CA, US",BKN,"[{'cover': 'BKN', 'base': 7000}, {'cover': 'BKN', 'base': 12000}]",VFR,,1016.7,,,,,,,SAN,San Diego International Airport,United States of America,San Diego,https://www.worlddata.info/america/usa/airports.php
1802,KSAR,2025-11-14 17:40:23.465000+00:00,1763141700,2025-11-14T17:35:00.000Z,21.6,12.7,190,11.0,10+,1018.0,6,METAR,METAR KSAR 141735Z AUTO 19011G14KT 10SM CLR 22/13 A3006 RMK AO2 T02160127,38.1463,-89.7025,162,"Sparta/Hunter Fld, IL, US",CLR,[],VFR,,,,,14.0,,,,SAR,Sparta Community Airport - Hunter Field,United States of America,Sparta,https://www.worlddata.info/america/usa/airports.php
1803,KSAT,2025-11-14 16:56:41.132000+00:00,1763139060,2025-11-14T17:00:00.000Z,23.3,17.8,190,11.0,10+,1020.7,4,METAR,METAR KSAT 141651Z 19011KT 10SM BKN018 23/18 A3014 RMK AO2 SLP192 T02330178,29.5443,-98.4839,246,"San Antonio Intl, TX, US",BKN,"[{'cover': 'BKN', 'base': 1800}]",MVFR,,1019.2,,,,,,,SAT,San Antonio International Airport,United States of America,San Antonio,https://www.worlddata.info/america/usa/airports.php
1804,KSAV,2025-11-14 16:58:31.106000+00:00,1763139180,2025-11-14T17:00:00.000Z,21.7,4.4,40,6.0,10+,1023.8,4,METAR,METAR KSAV 141653Z 04006KT 10SM CLR 22/04 A3023 RMK AO2 SLP236 T02170044,32.1313,-81.2023,10,"Savannah Intl, GA, US",CLR,[],VFR,,1023.6,,,,,,,SAV,Savannah Hilton Head International Airport,United States of America,Savannah,https://www.worlddata.info/america/usa/airports.php
1805,KSAW,2025-11-14 17:45:45.495000+00:00,1763142300,2025-11-14T18:00:00.000Z,8.0,1.0,160,9.0,10+,1012.6,0,METAR,METAR KSAW 141745Z 16009KT 10SM CLR 08/01 A2990,46.341,-87.395,359,"Marquette/Sawyer Intl, MI, US",CLR,[],VFR,,,,,,,,,MQT,Marquette/Sawyer International Airport,United States of America,Gwinn,https://www.worlddata.info/america/usa/airports.php
1806,KSBA,2025-11-14 16:58:33.740000+00:00,1763139180,2025-11-14T17:00:00.000Z,15.6,15.0,0,0.0,2,1015.0,12,METAR,METAR KSBA 141653Z 00000KT 2SM R07/5500VP6000FT -RA BR FEW003 BKN009 OVC016 16/15 A2997 RMK AO2 SLP148 T01560150 PNO $,34.4241,-119.8425,2,"Santa Barbara Muni, CA, US",OVC,"[{'cover': 'FEW', 'base': 300}, {'cover': 'BKN', 'base': 900}, {'cover': 'OVC', 'base': 1600}]",IFR,-RA BR,1014.8,,,,,,,SBA,Santa Barbara Municipal Airport,United States of America,Santa Barbara,https://www.worlddata.info/america/usa/airports.php
1807,KSBD,2025-11-14 16:55:22.956000+00:00,1763139120,2025-11-14T17:00:00.000Z,18.0,10.0,0,0.0,5,1017.7,0,METAR,METAR KSBD 141652Z 00000KT 5SM RA SCT041 BKN047 OVC070 18/10 A3005,34.09,-117.247,353,"San Bernardino Intl, CA, US",OVC,"[{'cover': 'SCT', 'base': 4100}, {'cover': 'BKN', 'base': 4700}, {'cover': 'OVC', 'base': 7000}]",MVFR,RA,,,,,,,,SBD,San Bernardino International Airport,United States of America,San Bernardino,https://www.worlddata.info/america/usa/airports.php
1808,KSBM,2025-11-14 16:58:27.151000+00:00,1763139180,2025-11-14T17:00:00.000Z,12.2,1.7,0,0.0,10+,1013.6,14,METAR,METAR KSBM 141653Z AUTO 00000KT 10SM CLR 12/02 A2993 RMK AO2 SLP140 T01220017 $,43.7748,-87.849,225,"Sheboygan Cnty Mem, WI, US",CLR,[],VFR,,1014.0,,,,,,,SBM,Sheboygan County Memorial Airport,United States of America,Sheboygan,https://www.worlddata.info/america/usa/airports.php
1809,KSBN,2025-11-14 16:58:32.962000+00:00,1763139240,2025-11-14T17:00:00.000Z,13.9,5.0,230,8.0,10+,1016.7,4,METAR,METAR KSBN 141654Z 23008KT 10SM CLR 14/05 A3002 RMK AO2 SLP167 T01390050,41.7072,-86.3163,236,"South Bend Rgnl, IN, US",CLR,[],VFR,,1016.7,,,,,,,SBN,South Bend Regional Airport,United States of America,South Bend,https://www.worlddata.info/america/usa/airports.php
1810,KSBP,2025-11-14 17:02:09.648000+00:00,1763139360,2025-11-14T17:00:00.000Z,15.0,13.3,140,5.0,10+,1015.0,4,METAR,METAR KSBP 141656Z 14005KT 10SM SCT005 OVC055 15/13 A2997 RMK AO2 SLP148 T01500133,35.2381,-120.644,52,"San Luis Obispo/San Luis Cnty, CA, US",OVC,"[{'cover': 'SCT', 'base': 500}, {'cover': 'OVC', 'base': 5500}]",VFR,,1014.8,,,,,,,SBP,San Luis County Regional Airport,United States of America,San Luis Obispo,https://www.worlddata.info/america/usa/airports.php
1811,KSBS,2025-11-14 17:40:32.058000+00:00,1763141700,2025-11-14T17:35:00.000Z,9.7,-3.6,0,0.0,10+,1022.4,6,METAR,METAR KSBS 141735Z AUTO 00000KT 10SM CLR 10/M04 A3019 RMK AO1 T00971036,40.5153,-106.8677,2097,"Steamboat Springs/Adams Fld, CO, US",CLR,[],VFR,,,,,,,,,SBS,Steamboat Springs Bob Adams Field,United States of America,Steamboat Springs,https://www.worlddata.info/america/usa/airports.php
1812,KSBX,2025-11-14 17:50:13.704000+00:00,1763141700,2025-11-14T17:35:00.000Z,3.0,1.0,10,8.0,10+,1004.5,6,METAR,METAR KSBX 141735Z AUTO 01008KT 10SM CLR 03/01 A2966 RMK AO2,48.541,-111.871,1049,"Shelby/Toole Cnty Arpt, MT, US",CLR,[],VFR,,,,,,,,,SBX,Shelby Airport,United States of America,Shelby,https://www.worlddata.info/america/usa/airports.php
1813,KSBY,2025-11-14 16:58:18.877000+00:00,1763139240,2025-11-14T17:00:00.000Z,12.2,-5.0,310,7.0,10+,1021.1,4,METAR,METAR KSBY 141654Z 31007G14KT 10SM CLR 12/M05 A3015 RMK AO2 SLP213 T01221050,38.3409,-75.5132,14,"Salisbury/Ocean City, MD, US",CLR,[],VFR,,1021.3,,,14.0,,,,SBY,Salisbury Ocean City Wicomico Regional Airport,United States of America,Salisbury,https://www.worlddata.info/america/usa/airports.php
1814,KSCH,2025-11-14 16:55:23.028000+00:00,1763139180,2025-11-14T17:00:00.000Z,6.0,2.0,260,6.0,10+,1016.0,0,METAR,METAR KSCH 141653Z 26006KT 10SM SCT029 SCT047 OVC070 06/02 A3000,42.8499,-73.9301,100,"Schenectady Cnty, NY, US",OVC,"[{'cover': 'SCT', 'base': 2900}, {'cover': 'SCT', 'base': 4700}, {'cover': 'OVC', 'base': 7000}]",VFR,,,,,,,,,SCH,Schenectady County Airport,United States of America,Schenectady,https://www.worlddata.info/america/usa/airports.php
1815,KSCK,2025-11-14 17:00:16.568000+00:00,1763139300,2025-11-14T17:00:00.000Z,12.8,12.8,270,3.0,8,1014.6,4,METAR,METAR KSCK 141655Z 27003KT 8SM FEW043 BKN050 OVC110 13/13 A2996 RMK AO2 SLP145 T01280128,37.89,-121.2264,8,"Stockton Metro, CA, US",OVC,"[{'cover': 'FEW', 'base': 4300}, {'cover': 'BKN', 'base': 5000}, {'cover': 'OVC', 'base': 11000}]",VFR,,1014.5,,,,,,,SCK,Stockton Metropolitan Airport,United States of America,Stockton,https://www.worlddata.info/america/usa/airports.php
1816,KSDF,2025-11-14 17:00:19.348000+00:00,1763139360,2025-11-14T17:00:00.000Z,20.0,6.1,220,9.0,10+,1020.1,4,METAR,METAR KSDF 141656Z 22009KT 10SM FEW050 FEW300 20/06 A3012 RMK AO2 SLP198 T02000061,38.1774,-85.7308,146,"Louisville Intl, KY, US",FEW,"[{'cover': 'FEW', 'base': 5000}, {'cover': 'FEW', 'base': 30000}]",VFR,,1019.8,,,,,,,SDF,Louisville Muhammad Ali International Airport,United States of America,Louisville,https://www.worlddata.info/america/usa/airports.php
1817,KSDL,2025-11-14 16:58:12.496000+00:00,1763139180,2025-11-14T17:00:00.000Z,22.8,3.3,0,0.0,10+,1016.3,4,METAR,METAR KSDL 141653Z 00000KT 10SM CLR 23/03 A3001 RMK AO2 SLP146 T02280033,33.6123,-111.9232,438,"Scottsdale Muni, AZ, US",CLR,[],VFR,,1014.6,,,,,,,SCF,Scottsdale Airport,United States of America,Scottsdale,https://www.worlddata.info/america/usa/airports.php
1818,KSDM,2025-11-14 16:58:30.746000+00:00,1763139180,2025-11-14T17:00:00.000Z,18.9,12.2,110,6.0,8,1016.7,4,METAR,METAR KSDM 141653Z 11006KT 8SM OVC075 19/12 A3002 RMK AO2 RAE02 SLP161 P0000 T01890122,32.5758,-116.9939,161,"San Diego/Brown Fld, CA, US",OVC,"[{'cover': 'OVC', 'base': 7500}]",VFR,,1016.1,,0.005,,,,,SDM,Brown Field Municipal Airport,United States of America,San Diego,https://www.worlddata.info/america/usa/airports.php
1819,KSDY,2025-11-14 17:00:17.450000+00:00,1763139360,2025-11-14T17:00:00.000Z,12.8,2.2,180,5.0,10+,1001.4,14,METAR,METAR KSDY 141656Z AUTO 18005KT 10SM FEW100 13/02 A2957 RMK AO2 SLP020 T01280022 $,47.7029,-104.1951,600,"Sidney/Richland Muni, MT, US",FEW,"[{'cover': 'FEW', 'base': 10000}]",VFR,,1002.0,,,,,,,SDY,Sidney - Richland Regional Airport,United States of America,Sidney,https://www.worlddata.info/america/usa/airports.php
1820,KSEA,2025-11-14 16:58:28.675000+00:00,1763139180,2025-11-14T17:00:00.000Z,9.4,8.9,320,4.0,0.75,1008.9,12,METAR,METAR KSEA 141653Z 32004KT 3/4SM R16L/P6000FT RA BR SCT006 BKN010 OVC019 09/09 A2979 RMK AO2 TWR VIS 1 1/2 SLP093 P0016 T00940089 $,47.4447,-122.3144,115,"Seattle-Tacoma Intl, WA, US",OVC,"[{'cover': 'SCT', 'base': 600}, {'cover': 'BKN', 'base': 1000}, {'cover': 'OVC', 'base': 1900}]",LIFR,RA BR,1009.3,,0.16,,,,,SEA,Seattle–Tacoma International Airport,United States of America,Seattle,https://www.worlddata.info/america/usa/airports.php
1821,KSEE,2025-11-14 16:54:12.725000+00:00,1763138820,2025-11-14T17:00:00.000Z,18.0,14.0,0,0.0,10+,1017.4,0,METAR,METAR KSEE 141647Z 00000KT 10SM FEW042 OVC060 18/14 A3004,32.8273,-116.9737,113,"San Diego/Gillespie Fld, CA, US",OVC,"[{'cover': 'FEW', 'base': 4200}, {'cover': 'OVC', 'base': 6000}]",VFR,,,,,,,,,SEE,Gillespie Field,United States of America,San Diego/El Cajon,https://www.worlddata.info/america/usa/airports.php
1822,KSEF,2025-11-14 17:40:23.498000+00:00,1763141700,2025-11-14T17:35:00.000Z,25.6,12.0,50,7.0,10+,1020.7,6,METAR,METAR KSEF 141735Z AUTO 05007KT 10SM 26/12 A3014 RMK AO2 T02560120,27.4553,-81.3415,17,"Sebring Rgnl, FL, US",,,,,,,,,,,,SEF,Sebring Regional Airport,United States of America,Sebring,https://www.worlddata.info/america/usa/airports.php
1823,KSEG,2025-11-14 16:58:05.073000+00:00,1763139180,2025-11-14T17:00:00.000Z,10.6,-2.8,VRB,5.0,10+,1019.4,6,METAR,METAR KSEG 141653Z AUTO VRB05KT 10SM CLR 11/M03 A3010 RMK AO2 SLP196 T01061028,40.8193,-76.8658,136,"Selinsgrove/Penn Valley Arpt, PA, US",CLR,[],VFR,,1019.6,,,,,,,SEG,Penn Valley Airport,United States of America,Selinsgrove,https://www.worlddata.info/america/usa/airports.php
1824,KSEM,2025-11-14 17:46:06.372000+00:00,1763141700,2025-11-14T17:35:00.000Z,22.0,8.0,0,0.0,10+,1023.5,6,METAR,METAR KSEM 141735Z AUTO 00000KT 10SM CLR 22/08 A3022 RMK AO2,32.3367,-86.9836,48,"Selma/Craig Fld, AL, US",CLR,[],VFR,,,,,,,,,SEM,Craig Field,United States of America,Selma,https://www.worlddata.info/america/usa/airports.php
1825,KSEP,2025-11-14 17:40:11.972000+00:00,1763141700,2025-11-14T17:35:00.000Z,25.0,14.9,210,12.0,10+,1019.0,6,METAR,METAR KSEP 141735Z AUTO 21012G17KT 10SM CLR 25/15 A3009 RMK AO2 T02500149,32.215,-98.1793,399,"Stephenville/Clark Rgnl, TX, US",CLR,[],VFR,,,,,17.0,,,,SEP,Stephenville Clark Regional Airport,United States of America,Stephenville,https://www.worlddata.info/america/usa/airports.php
1826,KSEZ,2025-11-14 17:42:10.767000+00:00,1763141700,2025-11-14T17:35:00.000Z,19.0,-3.0,VRB,3.0,10+,1021.8,6,METAR,METAR KSEZ 141735Z AUTO VRB03KT 10SM CLR 19/M03 A3017 RMK AO2,34.8467,-111.7884,1455,"Sedona Arpt, AZ, US",CLR,[],VFR,,,,,,,,,SDX,Sedona Airport,United States of America,Sedona,https://www.worlddata.info/america/usa/airports.php
1827,KSFB,2025-11-14 16:56:34.812000+00:00,1763139180,2025-11-14T17:00:00.000Z,23.3,11.1,320,4.0,10+,1021.8,4,METAR,METAR KSFB 141653Z 32004KT 10SM CLR 23/11 A3017 RMK AO2 SLP214 T02330111,28.7795,-81.2435,16,"Sanford Intl, FL, US",CLR,[],VFR,,1021.4,,,,,,,SFB,Orlando Sanford International Airport,United States of America,Orlando,https://www.worlddata.info/america/usa/airports.php
1828,KSFF,2025-11-14 16:58:04.724000+00:00,1763139180,2025-11-14T17:00:00.000Z,10.0,7.2,230,12.0,10+,1008.5,4,METAR,METAR KSFF 141653Z 23012G16KT 10SM OVC011 10/07 A2978 RMK AO2 SLP085 T01000072,47.6857,-117.3214,593,"Spokane/Felts Fld, WA, US",OVC,"[{'cover': 'OVC', 'base': 1100}]",MVFR,,1008.5,,,16.0,,,,SFF,Felts Field,United States of America,Spokane,https://www.worlddata.info/america/usa/airports.php
1829,KSFM,2025-11-14 17:00:17.565000+00:00,1763139360,2025-11-14T17:00:00.000Z,6.7,-2.8,320,9.0,10+,1013.0,6,METAR,METAR KSFM 141656Z AUTO 32009KT 10SM BKN041 BKN100 07/M03 A2991 RMK AO2 SLP133 T00671028,43.3876,-70.7154,70,"Sanford Rgnl, ME, US",BKN,"[{'cover': 'BKN', 'base': 4100}, {'cover': 'BKN', 'base': 10000}]",VFR,,1013.3,,,,,,,SFM,Sanford Seacoast Regional Airport,United States of America,Sanford,https://www.worlddata.info/america/usa/airports.php
1830,KSFO,2025-11-14 17:02:16.264000+00:00,1763139360,2025-11-14T17:00:00.000Z,15.0,12.8,180,4.0,10+,1014.3,12,METAR,METAR KSFO 141656Z 18004KT 10SM FEW005 FEW023 SCT200 15/13 A2995 RMK AO2 SLP141 T01500128 $,37.6196,-122.3656,2,"San Francisco Intl, CA, US",SCT,"[{'cover': 'FEW', 'base': 500}, {'cover': 'FEW', 'base': 2300}, {'cover': 'SCT', 'base': 20000}]",VFR,,1014.1,,,,,,,SFO,San Francisco International Airport,United States of America,San Francisco,https://www.worlddata.info/america/usa/airports.php
1831,KSFZ,2025-11-14 17:00:17.585000+00:00,1763139360,2025-11-14T17:00:00.000Z,8.3,-2.2,340,8.0,10+,1014.0,6,METAR,METAR KSFZ 141656Z AUTO 34008G14KT 10SM BKN040 08/M02 A2994 RMK AO2 SLP141 T00831022,41.9168,-71.4924,129,"Pawtucket/N Central State Arpt, RI, US",BKN,"[{'cover': 'BKN', 'base': 4000}]",VFR,,1014.1,,,14.0,,,,SFZ,North Central State Airport,United States of America,Pawtucket,https://www.worlddata.info/america/usa/airports.php
1832,KSGF,2025-11-14 16:56:37.796000+00:00,1763139120,2025-11-14T17:00:00.000Z,21.7,14.4,190,13.0,10+,1017.0,4,METAR,METAR KSGF 141652Z 19013KT 10SM CLR 22/14 A3003 RMK AO2 SLP162 T02170144,37.2398,-93.3899,387,"Springfield Muni, MO, US",CLR,[],VFR,,1016.2,,,,,,,SGF,Springfield Branson National Airport,United States of America,Springfield,https://www.worlddata.info/america/usa/airports.php
1833,KSGH,2025-11-14 17:00:20.579000+00:00,1763139360,2025-11-14T17:00:00.000Z,11.7,2.8,210,9.0,10+,1019.0,6,METAR,METAR KSGH 141656Z AUTO 21009KT 10SM OVC041 12/03 A3009 RMK AO2 SLP196 T01170028,39.8358,-83.8443,318,"Springfield Muni, OH, US",OVC,"[{'cover': 'OVC', 'base': 4100}]",VFR,,1019.6,,,,,,,SGH,Springfield-Beckley Municipal Airport,United States of America,Springfield,https://www.worlddata.info/america/usa/airports.php
1834,KSGJ,2025-11-14 16:58:38.596000+00:00,1763139360,2025-11-14T17:00:00.000Z,21.7,10.0,20,9.0,10+,1022.8,12,METAR,METAR KSGJ 141656Z 02009KT 10SM CLR 22/10 A3020 RMK AO2 SLP227 T02170100 $,29.9592,-81.341,2,"St Augustine Arpt, FL, US",CLR,[],VFR,,1022.7,,,,,,,UST,Northeast Florida Regional Airport,United States of America,St Augustine,https://www.worlddata.info/america/usa/airports.php
1835,KSGR,2025-11-14 16:58:36.798000+00:00,1763139180,2025-11-14T17:00:00.000Z,26.7,15.6,180,10.0,10+,1021.4,4,METAR,METAR KSGR 141653Z 18010KT 10SM SCT040 27/16 A3016 RMK AO2 SLP214 T02670156,29.6197,-95.6575,22,"Houston/Sugar Land Rgnl, TX, US",SCT,"[{'cover': 'SCT', 'base': 4000}]",VFR,,1021.4,,,,,,,SGR,Sugar Land Regional Airport,United States of America,Houston,https://www.worlddata.info/america/usa/airports.php
